"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Endothelial","log2fold_change","Auc"
"1964","TSPAN9","hurdle",2.73859537878935e-27,-2.551622,-1.238582,1.31304,0.626
"1528","RHOC","hurdle",2.52471889525821e-26,-0.979708,-0.1547184,0.8249896,0.626
"963","KIFC3","hurdle",9.90740392487363e-32,-3.030055,-1.49948,1.530575,0.626
"847","HSD17B12","hurdle",1.20195989645496e-23,-1.8404254,-0.8316552,1.0087702,0.625
"779","GRAMD1A","hurdle",2.20037932260683e-31,-2.02241,-0.9153523,1.1070577,0.625
"2007","VCAN","hurdle",4.11535151583197e-43,-1.8252068,-0.7324448,1.092762,0.624
"1907","TNFAIP1","hurdle",2.26716230522172e-28,-2.555814,-1.250459,1.305355,0.624
"1492","RASAL2","hurdle",4.44889699381672e-21,-2.425517,-1.232356,1.193161,0.624
"1310","PDIA6","hurdle",6.92324158037937e-21,-0.611964485,-0.005343978,0.606620507,0.624
"1309","PDIA5","hurdle",1.45851294856091e-40,-2.802077,-1.301668,1.500409,0.624
"650","FBXO31","hurdle",1.69962800106431e-40,-2.858226,-1.296806,1.56142,0.624
"423","CSF2RB","hurdle",3.15273059841478e-54,-3.238856,-1.51887,1.719986,0.624
"350","CFLAR","hurdle",2.3261442373822e-28,-1.2667098,-0.4921293,0.7745805,0.624
"337","CEBPD","hurdle",4.13275019605862e-31,-0.5045642,0.2063552,0.7109194,0.624
"188","BCAR1","hurdle",3.43122805845005e-27,-2.7597,-1.369597,1.390103,0.624
"12","ABI3","hurdle",8.27738442367568e-27,-2.8618,-1.434084,1.427716,0.624
"1729","SORBS3","hurdle",2.00057236555532e-21,-1.6497335,-0.8147419,0.8349916,0.623
"1426","PROS1","hurdle",2.11128394009353e-26,-2.772425,-1.405817,1.366608,0.623
"1421","PRKCH","hurdle",1.3619868598324e-24,-2.068784,-1.128991,0.939793,0.623
"1231","NR2F2","hurdle",1.09562128103598e-24,-1.4420632,-0.5322429,0.9098203,0.623
"903","INHBB","hurdle",1.46636916915303e-32,-2.426426,-1.101594,1.324832,0.623
"813","HIPK3","hurdle",5.16031055576933e-21,-2.267547,-1.107394,1.160153,0.623
"266","CASKIN2","hurdle",3.06328765910568e-48,-3.026257,-1.373805,1.652452,0.623
"1425","PROCR","hurdle",3.30221319655759e-20,-2.69482,-1.356885,1.337935,0.622
"1112","MIDN","hurdle",1.0168762065846e-18,-0.8449706,-0.1639989,0.6809717,0.622
"781","GRASP","hurdle",1.35973324617876e-25,-2.798928,-1.38679,1.412138,0.622
"1958","TSPAN18","hurdle",1.20763337849597e-36,-3.188058,-1.624667,1.563391,0.621
"1930","TPD52L1","hurdle",6.89882525421613e-24,-1.8608251,-0.8103988,1.0504263,0.621
"1718","SNRK","hurdle",1.70166320381714e-19,-2.183228,-1.087936,1.095292,0.621
"1556","RP11-382A20.3","hurdle",7.62400684177605e-34,-2.484631,-1.153688,1.330943,0.621
"1544","RNH1","hurdle",1.49931609225935e-17,-0.6587493,-0.07996988,0.57877942,0.621
"1447","PTPN12","hurdle",1.560362591655e-24,-2.095009,-0.9893213,1.1056877,0.621
"1233","NR5A2","hurdle",5.934823911753e-43,-3.234419,-1.618038,1.616381,0.621
"1003","LGALS9","hurdle",4.86968262219628e-22,-2.441787,-1.210242,1.231545,0.621
"822","HLA-DQA1","hurdle",1.53063368418776e-53,-1.2578132,-0.3767914,0.8810218,0.621
"647","FBN1","hurdle",2.40048085132794e-22,-2.315258,-1.191282,1.123976,0.621
"446","CTTNBP2NL","hurdle",3.9430402151025e-36,-2.731044,-1.299605,1.431439,0.621
"425","CSGALNACT1","hurdle",1.13101128287443e-31,-2.984322,-1.475746,1.508576,0.621
"1848","TESC","hurdle",3.25728932859734e-36,-2.804938,-1.349172,1.455766,0.62
"1643","SH3BGRL2","hurdle",7.21453505008603e-36,-3.144475,-1.588489,1.555986,0.62
"1624","SERINC3","hurdle",4.60498038343702e-17,-1.0188229,-0.3552486,0.6635743,0.62
"1616","SEMA6B","hurdle",2.46439305104467e-40,-3.206902,-1.586366,1.620536,0.62
"1549","ROCK2","hurdle",3.07918658888057e-16,-2.213643,-1.136681,1.076962,0.62
"987","LAMA4","hurdle",4.13388573983723e-24,-2.412232,-1.042884,1.369348,0.62
"858","ICA1","hurdle",9.38331471921713e-18,-1.5428746,-0.7680483,0.7748263,0.62
"836","HOXB7","hurdle",9.88059029792207e-27,-2.692447,-1.362002,1.330445,0.62
"515","DOCK6","hurdle",4.04742035178483e-35,-2.957001,-1.412958,1.544043,0.62
"110","AOC3","hurdle",1.37369438929552e-28,-2.659869,-1.331252,1.328617,0.62
"2043","ZBTB20","hurdle",5.00964167752426e-19,-1.6558149,-0.8165686,0.8392463,0.619
"1482","RAP1B","hurdle",3.5099903414821e-20,-1.1935934,-0.5109247,0.6826687,0.619
"1450","PTPRE","hurdle",1.50508257551817e-22,-2.28763,-1.144102,1.143528,0.619
"1434","PSIP1","hurdle",1.91201639185602e-16,-1.5821241,-0.7505724,0.8315517,0.619
"1181","NARF","hurdle",1.62332671084687e-21,-1.5801059,-0.7251424,0.8549635,0.619
"854","HTRA1","hurdle",1.63889382257638e-15,-2.076646,-1.05756,1.019086,0.619
"775","GPR4","hurdle",3.09575813556294e-26,-2.994534,-1.509322,1.485212,0.619
"166","ATP11C","hurdle",1.69957859562845e-29,-2.895732,-1.468699,1.427033,0.619
"1269","OS9","hurdle",4.21441736300238e-18,-1.3243278,-0.5774907,0.7468371,0.618
"1156","MYC","hurdle",1.1878051571929e-23,-0.4762271,0.1594233,0.6356504,0.618
"1083","MATN2","hurdle",1.29788598050549e-33,-2.956751,-1.437106,1.519645,0.618
"277","CCDC178","hurdle",1.47624073378021e-59,-3.291161,-1.565686,1.725475,0.618
"259","CAPZA2","hurdle",5.18897656004783e-20,-0.7774366,-0.1540289,0.6234077,0.618
"223","C1orf123","hurdle",3.81732021478771e-18,-1.809164,-0.944972,0.864192,0.618
"215","C10orf11","hurdle",8.3907235730719e-23,-2.772348,-1.430762,1.341586,0.618
"1993","URM1","hurdle",3.48844224320612e-19,-1.920784,-1.027237,0.893547,0.617
"1786","STX12","hurdle",1.8000943086277e-17,-1.908294,-0.9344252,0.9738688,0.617
"1383","PLXNA2","hurdle",2.35878089820655e-32,-3.038094,-1.517054,1.52104,0.617
"1380","PLSCR4","hurdle",1.46446472388258e-26,-2.718891,-1.41167,1.307221,0.617
"1370","PLIN2","hurdle",1.7849526034586e-29,-1.405396,-0.7447816,0.6606144,0.617
"471","DCHS1","hurdle",8.57275600838103e-31,-3.146307,-1.630955,1.515352,0.617
"2055","ZNF22","hurdle",3.25596171142639e-19,-1.8834861,-0.9266198,0.9568663,0.616
"1751","SPTLC2","hurdle",2.33549997466452e-23,-2.0104439,-0.9716656,1.0387783,0.616
"1567","RPGR","hurdle",8.43592277945761e-30,-2.745619,-1.354759,1.39086,0.616
"1218","NOP10","hurdle",3.96349135994207e-21,-0.7059019,-0.1083039,0.597598,0.616
"1189","NDUFA8","hurdle",3.6787082211191e-18,-1.4980244,-0.6863195,0.8117049,0.616
"1006","LHX6","hurdle",2.56070623892691e-59,-3.262369,-1.500192,1.762177,0.616
"933","JAG2","hurdle",7.40159895632716e-42,-3.114209,-1.460576,1.653633,0.616
"844","HRH1","hurdle",2.15987206074013e-34,-3.162423,-1.65526,1.507163,0.616
"785","GSDMD","hurdle",7.8298325277095e-18,-1.4409967,-0.6409542,0.8000425,0.616
"637","FAM43A","hurdle",1.01855597566999e-23,-2.59817,-1.295407,1.302763,0.616
"444","CTSL","hurdle",9.88262706262939e-21,-1.5572094,-0.7887215,0.7684879,0.616
"440","CTNND1","hurdle",2.29325854076089e-19,-1.6387204,-0.7619956,0.8767248,0.616
"263","CARD8","hurdle",2.64892021011641e-21,-2.527481,-1.328301,1.19918,0.616
"1901","TMEM70","hurdle",1.21075533364001e-24,-1.9515816,-0.9114091,1.0401725,0.615
"1527","RGS3","hurdle",1.43895629677131e-33,-2.643666,-1.194641,1.449025,0.615
"1173","MYOF","hurdle",7.87443775134062e-25,-2.0162811,-0.9738984,1.0423827,0.615
"1144","MSRB3","hurdle",3.54329972100918e-13,-2.135748,-1.213389,0.922359,0.615
"990","LAMB2","hurdle",1.74305604992061e-15,-1.848922,-0.950419,0.898503,0.615
"628","FAM13C","hurdle",3.4425688577549e-32,-2.872991,-1.40847,1.464521,0.615
"614","F8","hurdle",4.60149002232469e-42,-2.933106,-1.370136,1.56297,0.615
"416","CRK","hurdle",5.72679087016762e-23,-1.8484477,-0.8987706,0.9496771,0.615
"404","CPNE2","hurdle",2.53097777381028e-32,-2.978703,-1.46585,1.512853,0.615
"2008","VEGFC","hurdle",6.18579329229349e-57,-3.219283,-1.407967,1.811316,0.614
"1580","RSRP1","hurdle",1.43845949223958e-17,-0.2807607,0.2364253,0.517186,0.614
"1163","MYLK","hurdle",7.42883852046291e-34,-1.621713,-0.989994,0.631719,0.614
"1018","LIPA","hurdle",1.12744836006885e-21,-2.071668,-1.120033,0.951635,0.614
"738","GIPC2","hurdle",3.62561994409864e-37,-3.256488,-1.69607,1.560418,0.614
"723","GATA2","hurdle",9.2615485673837e-34,-2.961922,-1.47243,1.489492,0.614
"594","ERICH1","hurdle",3.34502910661626e-17,-1.9293121,-0.9749343,0.9543778,0.614
"588","EPN1","hurdle",2.68297128867879e-16,-1.6214249,-0.7857583,0.8356666,0.614
"548","EGLN1","hurdle",1.55768036395436e-29,-2.593749,-1.316479,1.27727,0.614
"436","CTNNA1","hurdle",5.01615607276018e-15,-1.1993858,-0.4888274,0.7105584,0.614
"287","CCL2","hurdle",1.28007904003807e-25,-1.493573,-0.441507,1.052066,0.614
"117","APOL1","hurdle",1.60485760195613e-24,-2.597338,-1.31411,1.283228,0.614
"50","ADD1","hurdle",5.14798241533982e-20,-1.8465173,-0.9480414,0.8984759,0.614
"1856","TGOLN2","hurdle",1.80678259601995e-16,-1.154785,-0.511196,0.643589,0.613
"1179","NAMPT","hurdle",9.62423062801235e-23,-0.65022703,-0.08323613,0.5669909,0.613
"894","IL18BP","hurdle",1.79598016851113e-31,-3.032405,-1.583311,1.449094,0.613
"659","FES","hurdle",5.15092777617621e-27,-2.933071,-1.506505,1.426566,0.613
"372","CLEC3B","hurdle",1.21171698123872e-57,-3.066238,-1.25065,1.815588,0.613
"1980","UBE2J1","hurdle",5.17142630199039e-16,-1.5615499,-0.7172443,0.8443056,0.612
"1842","TEAD2","hurdle",3.26929802098566e-13,-2.569697,-1.424882,1.144815,0.612
"1735","SP100","hurdle",5.43494927285135e-20,-1.2338212,-0.5929267,0.6408945,0.612
"1046","LTC4S","hurdle",1.00541553067926e-30,-2.517952,-1.204163,1.313789,0.612
"1045","LTBR","hurdle",3.53097981865172e-21,-1.6090786,-0.7886951,0.8203835,0.612
"661","FGD4","hurdle",1.93635191992119e-27,-2.77157,-1.471075,1.300495,0.612
"460","CYTH1","hurdle",6.68433953098023e-19,-2.10321,-1.151095,0.952115,0.612
"299","CD200","hurdle",2.06198785284029e-33,-2.774139,-1.278811,1.495328,0.612
"21","ACAP2","hurdle",3.01049954485751e-20,-1.3580261,-0.6222259,0.7358002,0.612
"2034","XRN2","hurdle",3.4501704602889e-15,-1.0679466,-0.4500203,0.6179263,0.611
"1250","NUDT14","hurdle",2.44527659233095e-19,-1.8713386,-0.9340461,0.9372925,0.611
"921","ITGB1BP1","hurdle",5.70875684544503e-21,-1.6657311,-0.8402357,0.8254954,0.611
"711","FZD6","hurdle",3.56410317632208e-32,-3.021468,-1.526576,1.494892,0.611
"574","EMP2","hurdle",4.44155402076867e-15,-0.62957966,-0.06563008,0.56394958,0.611
"529","DYNC1H1","hurdle",6.35566456747328e-13,-1.4077477,-0.6885203,0.7192274,0.611
"225","C1QTNF1","hurdle",2.05055807424371e-23,-2.29013,-1.30037,0.98976,0.611
"1540","RNF145","hurdle",1.05349690684917e-15,-2.36419,-1.344637,1.019553,0.61
"1494","RASGRP3","hurdle",4.5424076316548e-33,-3.023094,-1.392353,1.630741,0.61
"1350","PKN3","hurdle",6.96302066189146e-45,-3.265753,-1.689724,1.576029,0.61
"1286","PARP14","hurdle",1.29321671737913e-16,-1.7992915,-0.9331254,0.8661661,0.61
"962","KIF5B","hurdle",2.6280054600713e-12,-0.7616337,-0.2086245,0.5530092,0.61
"668","FILIP1","hurdle",9.85976520281227e-30,-2.693136,-1.32251,1.370626,0.61
"426","CSNK1E","hurdle",9.68512625281575e-18,-1.925973,-1.000277,0.925696,0.61
"238","C7","hurdle",1.1093393415826e-50,-2.830906,-1.194158,1.636748,0.61
"8","ABCG1","hurdle",1.09548788021466e-23,-2.576987,-1.335084,1.241903,0.61
"1407","PPP2R1A","hurdle",1.36156745036976e-10,-1.0863456,-0.4765152,0.6098304,0.609
"1361","PLEKHA1","hurdle",1.19887335346389e-21,-2.214144,-1.169854,1.04429,0.609
"1354","PLCB1","hurdle",9.72070092690124e-32,-2.85923,-1.403618,1.455612,0.609
"1205","NGFRAP1","hurdle",3.02252079973974e-11,-1.0889576,-0.4524061,0.6365515,0.609
"1064","MANSC1","hurdle",7.0506281197126e-20,-2.581071,-1.427848,1.153223,0.609
"559","EIF3I","hurdle",3.77979882325516e-16,-0.7924438,-0.2238645,0.5685793,0.609
"522","DPYSL3","hurdle",8.72478617892836e-16,-2.591367,-1.427405,1.163962,0.609
"514","DOCK4","hurdle",8.81580821485462e-31,-2.948573,-1.501497,1.447076,0.609
"494","DIAPH2","hurdle",1.57994345698291e-18,-2.821277,-1.552592,1.268685,0.609
"480","DEK","hurdle",1.32567615189636e-22,-0.9961536,-0.3982959,0.5978577,0.609
"461","CYTL1","hurdle",1.90964941076947e-52,-3.25951,-1.443797,1.815713,0.609
"457","CYR61","hurdle",9.87438896008613e-30,-0.7598023,-0.1782954,0.5815069,0.609
"2015","VPS51","hurdle",5.71886762137178e-16,-1.5060189,-0.7369247,0.7690942,0.608
"1971","TUSC3","hurdle",1.00410228155313e-18,-2.197263,-1.155879,1.041384,0.608
"1827","TBCB","hurdle",6.57617777786402e-14,-0.8843414,-0.3076507,0.5766907,0.608
"1199","NFE2L1","hurdle",1.36984365120281e-16,-2.120712,-1.153587,0.967125,0.608
"1183","NAV1","hurdle",2.54537742694929e-21,-2.727769,-1.46772,1.260049,0.608
"669","FILIP1L","hurdle",2.39756479901303e-26,-1.6765276,-0.9033325,0.7731951,0.608
"503","DNAJC15","hurdle",3.49027154769915e-15,-1.1102268,-0.5010806,0.6091462,0.608
"344","CFAP20","hurdle",9.87649605439963e-23,-2.272917,-1.110241,1.162676,0.608
"319","CDC42BPA","hurdle",1.86954956585867e-24,-2.48222,-1.294427,1.187793,0.608
"132","ARHGDIA","hurdle",4.97812408129427e-14,-0.8149552,-0.274517,0.5404382,0.608
"118","APOL3","hurdle",2.1635826634176e-21,-2.381783,-1.290185,1.091598,0.608
"1526","RGS16","hurdle",1.19422299668682e-19,-1.2704866,-0.4466557,0.8238309,0.607
"1029","LRCH1","hurdle",7.64039832106454e-21,-2.680977,-1.486639,1.194338,0.607
"932","JAG1","hurdle",4.88305237703985e-16,-1.9681893,-0.9257302,1.0424591,0.607
"819","HLA-DMB","hurdle",1.37507279508561e-27,-2.299203,-1.435108,0.864095,0.607
"438","CTNNB1","hurdle",6.76812558832257e-14,-1.1391643,-0.4542746,0.6848897,0.607
"189","BCL6B","hurdle",5.25794848102172e-44,-3.271089,-1.633955,1.637134,0.607
"170","ATP1B3","hurdle",3.4751177276982e-21,-0.8369956,-0.2732023,0.5637933,0.607
"86","AKR1C3","hurdle",1.33983540165202e-31,-2.858445,-1.341905,1.51654,0.607
"41","ADAMTS4","hurdle",2.19089612755359e-25,-2.381157,-1.181287,1.19987,0.607
"2037","YES1","hurdle",3.74157903108107e-17,-2.294443,-1.217003,1.07744,0.606
"2004","VASP","hurdle",2.85743921057431e-12,-1.5116605,-0.7813247,0.7303358,0.606
"1572","RPS6KA3","hurdle",4.36112396336548e-12,-2.418357,-1.443199,0.975158,0.606
"1538","RNF125","hurdle",5.23853383653641e-22,-2.271607,-1.449458,0.822149,0.606
"1375","PLOD3","hurdle",6.97791281458242e-15,-2.365837,-1.306081,1.059756,0.606
"1345","PITPNC1","hurdle",1.95202816053867e-21,-2.601253,-1.483927,1.117326,0.606
"1258","NXN","hurdle",6.66879538227586e-21,-3.033604,-1.703533,1.330071,0.606
"1202","NFIC","hurdle",7.01876464634335e-13,-0.9248464,-0.3472275,0.5776189,0.606
"1075","MAPK11","hurdle",1.87207559027435e-27,-3.158826,-1.674901,1.483925,0.606
"806","HERC2","hurdle",2.48020812665178e-16,-2.270395,-1.260652,1.009743,0.606
"762","GNB4","hurdle",1.4277143814264e-18,-2.283465,-1.295057,0.988408,0.606
"755","GNAI3","hurdle",2.27861785159444e-16,-1.4722479,-0.7561428,0.7161051,0.606
"726","GBP1","hurdle",4.11208544091808e-14,-2.025598,-1.151067,0.874531,0.606
"558","EIF3D","hurdle",9.83864035958414e-16,-0.8159944,-0.2775525,0.5384419,0.606
"449","CXCL12","hurdle",5.01994692790027e-25,-1.6690832,-0.4094144,1.2596688,0.606
"412","CRBN","hurdle",1.04462995981937e-13,-1.6340507,-0.8781414,0.7559093,0.606
"2020","WBP2","hurdle",1.23623867314143e-09,-1.3920621,-0.7156043,0.6764578,0.605
"1957","TSPAN14","hurdle",3.10059540369225e-20,-1.857352,-1.039901,0.817451,0.605
"1684","SLC39A1","hurdle",8.23850238406283e-16,-1.3217307,-0.6231626,0.6985681,0.605
"1573","RRAGA","hurdle",2.15148244772762e-16,-1.5932555,-0.8152104,0.7780451,0.605
"1570","RPN1","hurdle",3.22490471725388e-14,-1.034309,-0.4183984,0.6159106,0.605
"1463","PYURF","hurdle",2.98661328234975e-15,-0.7579727,-0.2384585,0.5195142,0.605
"1401","PPP1R10","hurdle",2.98302769696785e-16,-0.9699177,-0.3353459,0.6345718,0.605
"1225","NOVA2","hurdle",1.10130405992836e-36,-3.299159,-1.777024,1.522135,0.605
"1098","MEF2A","hurdle",1.95271761728528e-14,-2.092396,-1.127453,0.964943,0.605
"1084","MBNL1","hurdle",5.17821074769118e-23,-1.0486299,-0.5367457,0.5118842,0.605
"879","IFNAR2","hurdle",7.07284587723399e-15,-2.505587,-1.483093,1.022494,0.605
"792","GYPC","hurdle",1.41744058641262e-12,-1.40177,-0.76664,0.63513,0.605
"782","GRB10","hurdle",3.90978157581151e-31,-2.970789,-1.516642,1.454147,0.605
"339","CEP112","hurdle",1.07180966317429e-26,-3.16018,-1.764265,1.395915,0.605
"278","CCDC3","hurdle",1.57767368715055e-15,-2.654822,-1.456381,1.198441,0.605
"76","AIF1L","hurdle",3.1131729886669e-36,-3.070665,-1.533702,1.536963,0.605
"1687","SLC41A3","hurdle",4.11976425707923e-13,-2.336965,-1.340573,0.996392,0.604
"1499","RBKS","hurdle",3.33389742242494e-29,-2.0982344,-0.9109086,1.1873258,0.604
"1347","PKIG","hurdle",7.63265605210618e-17,-1.7477542,-0.9053875,0.8423667,0.604
"1330","PHACTR4","hurdle",1.3036509569369e-17,-2.30913,-1.257539,1.051591,0.604
"1268","ORAI1","hurdle",1.39132804418789e-14,-2.555111,-1.499147,1.055964,0.604
"730","GGT5","hurdle",2.3418024343603e-22,-1.982022,-1.104189,0.877833,0.604
"268","CASP4","hurdle",8.17474724959966e-22,-1.648005,-0.970089,0.677916,0.604
"182","BAG3","hurdle",2.43527383817367e-14,-1.1107313,-0.4703861,0.6403452,0.604
"1833","TCF25","hurdle",4.39428264457154e-15,-0.9139359,-0.3648238,0.5491121,0.603
"1809","TACR1","hurdle",8.33937956962847e-41,-3.290715,-1.692238,1.598477,0.603
"1713","SNAP23","hurdle",1.31200559651958e-12,-1.6030003,-0.8979053,0.705095,0.603
"1559","RP11-536O18.1","hurdle",1.10170627782232e-37,-3.272609,-1.799548,1.473061,0.603
"1518","REV3L","hurdle",1.2144796074749e-15,-2.091078,-1.146374,0.944704,0.603
"1410","PPP2R5A","hurdle",7.026956165632e-18,-2.061085,-1.126554,0.934531,0.603
"943","KBTBD2","hurdle",3.26214241370086e-16,-2.499755,-1.413244,1.086511,0.603
"873","IFIT3","hurdle",8.23706644657892e-20,-2.24868,-1.176276,1.072404,0.603
"793","H2AFX","hurdle",1.30788513928255e-16,-1.1304992,-0.5028998,0.6275994,0.603
"760","GNB1","hurdle",5.1116919874476e-20,-1.575928,-0.790585,0.785343,0.603
"567","ELN","hurdle",2.27091955818539e-23,-2.239703,-1.27495,0.964753,0.603
"291","CCND3","hurdle",4.52443615612831e-16,-1.6341384,-0.9618737,0.6722647,0.603
"176","AVPR2","hurdle",3.97782395847881e-52,-3.318876,-1.711091,1.607785,0.603
"1916","TNFRSF4","hurdle",7.25938645519598e-26,-2.641877,-1.242797,1.39908,0.602
"1852","TGFB1I1","hurdle",1.74726040885647e-12,-1.747556,-1.036522,0.711034,0.602
"1846","TERF2IP","hurdle",6.32987034449324e-14,-1.0855723,-0.5160555,0.5695168,0.602
"1392","POLR2G","hurdle",1.74937384231177e-17,-1.3184273,-0.7199659,0.5984614,0.602
"1314","PDLIM7","hurdle",6.1439889048306e-09,-1.899745,-1.105569,0.794176,0.602
"1292","PCDH12","hurdle",2.70654809024294e-42,-3.272036,-1.672506,1.59953,0.602
"1184","NCK1","hurdle",2.35618636816151e-15,-2.021694,-1.155259,0.866435,0.602
"970","KLF3","hurdle",3.16861250208675e-15,-1.946493,-1.095684,0.850809,0.602
"601","ETS1","hurdle",1.28479471804494e-12,-1.781432,-1.044969,0.736463,0.602
"528","DUT","hurdle",5.2682306194926e-13,-0.685103,-0.1829138,0.5021892,0.602
"355","CHIC2","hurdle",6.84911119120553e-11,-1.6776696,-0.9396547,0.7380149,0.602
"314","CDA","hurdle",2.51305386981215e-49,-3.260294,-1.646676,1.613618,0.602
"84","AKR1B1","hurdle",6.34886099465099e-10,-2.180421,-1.243752,0.936669,0.602
"80","AK3","hurdle",4.1793136069365e-17,-1.6690051,-0.8882421,0.780763,0.602
"1871","TLN1","hurdle",2.83035968277797e-17,-1.4626762,-0.8079254,0.6547508,0.601
"1758","SSFA2","hurdle",1.00017771742588e-12,-1.4957735,-0.8343961,0.6613774,0.601
"1502","RBM42","hurdle",1.50609690458142e-11,-1.5428748,-0.8754377,0.6674371,0.601
"1470","RAB3C","hurdle",1.88287841203266e-47,-3.261433,-1.704736,1.556697,0.601
"1327","PGM5","hurdle",1.00007251301209e-25,-3.111839,-1.733039,1.3788,0.601
"1206","NHSL2","hurdle",9.67453239197436e-20,-2.490377,-1.433057,1.05732,0.601
"1153","MVP","hurdle",3.2136123374795e-13,-1.6450844,-0.8753367,0.7697477,0.601
"1148","MTCH1","hurdle",3.91434616882904e-14,-0.8503694,-0.3228185,0.5275509,0.601
"832","HNRNPM","hurdle",1.77951145654595e-12,-0.8869342,-0.3454667,0.5414675,0.601
"531","DYSF","hurdle",2.81407519170923e-38,-3.267531,-1.678573,1.588958,0.601
"476","DDX21","hurdle",3.55278940225311e-16,-0.9451085,-0.4020571,0.5430514,0.601
"434","CTHRC1","hurdle",3.27664579469319e-37,-1.873559,-1.199651,0.673908,0.601
"324","CDH13","hurdle",7.05188917831154e-47,-3.168795,-1.466347,1.702448,0.601
"320","CDC42BPB","hurdle",1.03570136136683e-14,-2.559982,-1.452264,1.107718,0.601
"2066","ZNF521","hurdle",6.75954906713386e-25,-3.042061,-1.703956,1.338105,0.6
"1956","TSPAN12","hurdle",1.03569021428184e-25,-2.83955,-1.553006,1.286544,0.6
"1937","TPST2","hurdle",9.51679967685793e-18,-2.144938,-1.185267,0.959671,0.6
"1649","SHANK3","hurdle",1.02970168881723e-38,-3.291048,-1.747618,1.54343,0.6
"1632","SERTAD4-AS1","hurdle",6.24819794545779e-27,-2.824913,-1.483418,1.341495,0.6
"1583","RUNDC3B","hurdle",1.17448750565509e-34,-3.287523,-1.795866,1.491657,0.6
"1435","PSMB5","hurdle",6.19104129905918e-13,-0.846107,-0.3393105,0.5067965,0.6
"1353","PLAC9","hurdle",8.33318949884662e-35,-1.48988,-0.893236,0.596644,0.6
"1274","OSTF1","hurdle",3.69517536534614e-14,-1.403767,-0.797003,0.606764,0.6
"1020","LIX1L","hurdle",7.57900740702636e-09,-2.533313,-1.568698,0.964615,0.6
"555","EIF2AK4","hurdle",7.63704756342832e-17,-2.071874,-1.165327,0.906547,0.6
"251","CALML4","hurdle",3.51623254100086e-39,-3.204313,-1.710392,1.493921,0.6
"214","C10orf10","hurdle",5.98813530998809e-22,-1.7212635,-0.5297123,1.1915512,0.6
"134","ARHGEF12","hurdle",5.67731233792524e-17,-2.032658,-1.093079,0.939579,0.6
"96","ANKRD10","hurdle",2.46822404993341e-11,-1.2790385,-0.6845823,0.5944562,0.6
"78","AK1","hurdle",1.0209086151122e-11,-1.81709,-0.9932365,0.8238535,0.6
"31","ACTR1A","hurdle",6.59027994831619e-12,-2.025164,-1.209377,0.815787,0.6
"1896","TMEM30A","hurdle",5.6392019921567e-11,-1.800425,-1.031699,0.768726,0.599
"1851","TGFB1","hurdle",5.8835879107097e-16,-1.606278,-1.005003,0.601275,0.599
"1818","TAOK2","hurdle",1.7262160478629e-16,-2.774931,-1.569892,1.205039,0.599
"1575","RRBP1","hurdle",2.60165247974578e-10,-1.2140226,-0.6070136,0.607009,0.599
"1185","NCKAP1","hurdle",1.14386368479662e-16,-1.97637,-1.100204,0.876166,0.599
"1157","MYCBP2","hurdle",4.43117807195803e-16,-1.478156,-0.800922,0.677234,0.599
"1124","MLXIP","hurdle",2.13162368791642e-13,-2.299785,-1.363708,0.936077,0.599
"632","FAM171A1","hurdle",3.69430531725311e-35,-3.161997,-1.670093,1.491904,0.599
"589","EPS8","hurdle",7.06939306475767e-13,-1.791212,-1.071588,0.719624,0.599
"562","ELF2","hurdle",2.91597700672486e-10,-1.796115,-1.037349,0.758766,0.599
"475","DDOST","hurdle",4.37565056535549e-10,-1.1634267,-0.6050211,0.5584056,0.599
"127","ARHGAP23","hurdle",1.22616553816062e-25,-3.144272,-1.769633,1.374639,0.599
"20","ACACB","hurdle",8.14751759030793e-31,-2.987008,-1.62827,1.358738,0.599
"1994","USHBP1","hurdle",2.15483425009151e-38,-3.280901,-1.729042,1.551859,0.598
"1962","TSPAN6","hurdle",3.74085425558271e-09,-2.26896,-1.379392,0.889568,0.598
"1659","SKAP2","hurdle",1.05016551165343e-10,-2.11801,-1.260804,0.857206,0.598
"1440","PSMD7","hurdle",7.60123798177097e-12,-1.4788147,-0.8458307,0.632984,0.598
"1168","MYO1C","hurdle",1.27813123681506e-12,-1.7069009,-0.9117094,0.7951915,0.598
"1025","LOXL2","hurdle",5.92483490058539e-17,-2.873507,-1.621826,1.251681,0.598
"908","INSR","hurdle",8.81893705062868e-37,-2.108412,-0.811785,1.296627,0.598
"737","GINM1","hurdle",1.22494643899957e-12,-1.3735437,-0.7350112,0.6385325,0.598
"717","GADD45A","hurdle",1.44895342897062e-09,-1.7029807,-0.9470083,0.7559724,0.598
"575","ENDOD1","hurdle",3.51013966213435e-13,-2.452166,-1.498253,0.953913,0.598
"441","CTSA","hurdle",4.06905510450071e-09,-1.2760936,-0.6880935,0.5880001,0.598
"296","CCT6A","hurdle",3.15198766738251e-10,-0.9143672,-0.3987904,0.5155768,0.598
"1505","RBMS3","hurdle",4.24657362921872e-11,-2.371481,-1.395999,0.975482,0.597
"1471","RAB5A","hurdle",1.74718364731852e-11,-1.4951926,-0.8365644,0.6586282,0.597
"1371","PLK2","hurdle",6.82633514261199e-15,-1.3589485,-0.6034009,0.7555476,0.597
"1336","PIK3C2B","hurdle",8.88399188368033e-33,-3.002522,-1.654738,1.347784,0.597
