"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.CAFs","log2fold_change","Auc"
"361","DCN","hurdle",0,-2.151681,2.028607,4.180288,0.978
"751","LUM","hurdle",0,-2.576784,1.843138,4.419922,0.968
"283","COL1A2","hurdle",2.21902049664385e-284,-1.899152,1.879532,3.778684,0.956
"175","C1S","hurdle",1.67911057519321e-254,-2.168293,1.353927,3.52222,0.942
"1199","SFRP2","hurdle",1.15819411373777e-298,-2.816919,1.611736,4.428655,0.93
"334","CTSK","hurdle",9.3925368728296e-287,-2.832953,1.134116,3.967069,0.93
"282","COL1A1","hurdle",4.79599173352691e-257,-1.824578,1.855869,3.680447,0.93
"292","COL6A2","hurdle",2.41392519588658e-221,-1.864836,1.377185,3.242021,0.926
"464","FBLN1","hurdle",3.93696462523683e-271,-2.639005,1.18421,3.823215,0.925
"204","CCDC80","hurdle",5.77298121192041e-262,-2.464106,1.321575,3.785681,0.925
"293","COL6A3","hurdle",1.42663341551595e-268,-2.761571,1.248324,4.009895,0.922
"291","COL6A1","hurdle",8.32924661832053e-227,-2.191753,1.196018,3.387771,0.911
"284","COL3A1","hurdle",1.0513742047615e-236,-2.126666,1.694152,3.820818,0.91
"701","LGALS1","hurdle",2.13190986649898e-135,0.1539368,1.6590736,1.5051368,0.907
"814","MMP2","hurdle",3.62020040505201e-225,-2.575297,1.045325,3.620622,0.906
"1190","SERPINF1","hurdle",1.52380388645604e-203,-1.89956,1.204062,3.103622,0.903
"1191","SERPING1","hurdle",7.31774606715292e-147,-0.9593975,1.2011305,2.160528,0.896
"41","AEBP1","hurdle",5.28923200674369e-204,-2.374187,1.043754,3.417941,0.886
"1263","SPARC","hurdle",2.7754194659511e-134,-0.4706282,1.6591576,2.1297858,0.884
"329","CTGF","hurdle",1.04404376548055e-174,-1.562035,1.379094,2.941129,0.88
"1090","RARRES2","hurdle",5.35578632359059e-188,-2.133611,1.021425,3.155036,0.878
"839","MXRA8","hurdle",4.34747325440589e-186,-2.400226,0.774737,3.174963,0.876
"792","MFAP4","hurdle",1.06456190293252e-195,-2.7691306,0.8771396,3.6462702,0.876
"188","CALD1","hurdle",1.98803520816777e-125,-0.5298657,1.4194933,1.949359,0.875
"173","C1R","hurdle",2.58672720817715e-176,-2.1427483,0.9544628,3.0972111,0.875
"622","IGFBP4","hurdle",1.65893189188089e-109,-0.08803669,1.5235066,1.61154329,0.87
"1441","VCAN","hurdle",6.58631859826753e-182,-2.2835301,0.9973238,3.2808539,0.869
"940","PCOLCE","hurdle",4.3731203651495e-162,-2.1725229,0.7781592,2.9506821,0.863
"136","BGN","hurdle",3.58835994669997e-144,-1.476873,1.212276,2.689149,0.862
"1351","TIMP1","hurdle",6.25022582465209e-120,0.06793833,1.55788702,1.48994869,0.859
"639","ISLR","hurdle",3.70250426669273e-162,-2.4838363,0.5991428,3.0829791,0.854
"565","GSN","hurdle",3.8786457127794e-103,-0.2846328,1.4381999,1.7228327,0.844
"730","LRP1","hurdle",2.81805875683001e-167,-2.7378394,0.5164008,3.2542402,0.843
"496","FN1","hurdle",9.72024509539836e-135,-1.53277,1.204933,2.737703,0.841
"330","CTHRC1","hurdle",2.47244322298342e-194,-2.5281187,0.9882433,3.516362,0.839
"289","COL5A2","hurdle",3.50405555129355e-175,-2.7009583,0.7258373,3.4267956,0.837
"1352","TIMP2","hurdle",8.61609833339457e-140,-1.9362953,0.5527692,2.4890645,0.827
"1271","SPON2","hurdle",1.05304514848271e-156,-2.7035444,0.5308733,3.2344177,0.827
"351","CYR61","hurdle",3.43277826512139e-118,-0.9665737,1.1886491,2.1552228,0.827
"214","CD63","hurdle",4.74919667943587e-74,0.5689167,1.4067042,0.8377875,0.823
"216","CD99","hurdle",6.61140800990954e-92,-0.08622855,1.13674254,1.22297109,0.821
"508","FSTL1","hurdle",6.240334534262e-140,-2.251059,0.501326,2.752385,0.82
"94","APOD","hurdle",7.92795773391201e-107,-1.110331,1.199816,2.310147,0.816
"1345","THBS2","hurdle",4.83921470537785e-186,-3.2121842,0.3765042,3.5886884,0.815
"342","CXCL12","hurdle",2.85976235899952e-104,-1.8061629,0.6771219,2.4832848,0.813
"1012","PODN","hurdle",5.18862251413963e-147,-3.0258857,0.1969393,3.222825,0.812
"177","C3","hurdle",3.60638613017072e-153,-2.6757116,0.7469804,3.422692,0.812
"950","PDGFRL","hurdle",7.27080006277314e-159,-3.1324592,0.2255971,3.3580563,0.81
"604","HTRA1","hurdle",2.398058692144e-126,-2.363664,0.40495,2.768614,0.81
"1349","THY1","hurdle",4.59096526923332e-127,-2.2245359,0.6755308,2.9000667,0.803
"465","FBLN2","hurdle",5.8740423837985e-111,-2.3408061,0.3303252,2.6711313,0.801
"625","IGFBP7","hurdle",5.12229595057103e-89,0.2755061,1.7543945,1.4788884,0.798
"911","OLFML3","hurdle",3.72808784166568e-121,-2.8049948,0.1311721,2.9361669,0.796
"1011","PMP22","hurdle",1.66854998292841e-93,-1.4360496,0.4481961,1.8842457,0.795
"879","NNMT","hurdle",5.4256455858137e-78,-0.9227049,0.8755177,1.7982226,0.794
"278","COL14A1","hurdle",1.11421294962035e-129,-2.4717781,0.5721924,3.0439705,0.794
"1043","PRRX1","hurdle",1.5634508444368e-107,-2.4563309,0.1599889,2.6163198,0.79
"783","MEG3","hurdle",4.02578543528863e-168,-3.1906404,0.1759697,3.3666101,0.789
"1047","PSAP","hurdle",1.75292796693857e-63,-0.06249155,0.97467166,1.03716321,0.788
"837","MXRA5","hurdle",3.79959891311925e-148,-3.0929998,0.1202428,3.2132426,0.788
"277","COL12A1","hurdle",1.86403994230552e-126,-2.562191,0.3523396,2.9145306,0.787
"1446","VIM","hurdle",3.82593657313232e-64,0.9336937,1.9233592,0.9896655,0.782
"1353","TIMP3","hurdle",5.86312469182138e-62,-0.6003301,0.9804054,1.5807355,0.779
"844","MYL9","hurdle",1.99776988887807e-79,-0.5237694,0.8898962,1.4136656,0.778
"468","FBN1","hurdle",1.00562363102385e-108,-2.54921,0.135958,2.685168,0.777
"260","CLEC11A","hurdle",5.61013057156743e-114,-2.4474521,0.1175953,2.5650474,0.773
"1157","S100A6","hurdle",3.65182022201141e-49,0.9761659,1.6766569,0.700491,0.772
"694","LAPTM4A","hurdle",1.05855202578381e-61,0.201344,1.085627,0.884283,0.77
"288","COL5A1","hurdle",1.02572857413497e-141,-3.0228581,0.2226366,3.2454947,0.769
"316","CRISPLD2","hurdle",7.16158205958753e-83,-2.1699761,0.1806257,2.3506018,0.766
"1016","POSTN","hurdle",2.18577211522253e-131,-2.5286197,0.8205989,3.3492186,0.764
"527","GEM","hurdle",5.6647565217954e-75,-1.6030839,0.4710754,2.0741593,0.764
"466","FBLN5","hurdle",1.11408568746688e-94,-2.621686866,0.005886612,2.627573478,0.764
"325","CST3","hurdle",6.81114025870103e-49,0.751383,1.57781,0.826427,0.764
"555","GPNMB","hurdle",5.76882753918548e-93,-2.4203172,0.1210546,2.5413718,0.763
"624","IGFBP6","hurdle",2.97820581724853e-105,-2.5974208,0.2789266,2.8763474,0.762
"618","IGF1","hurdle",4.17547521989044e-136,-2.992176,0.287593,3.279769,0.761
"1200","SFRP4","hurdle",6.94405314407866e-135,-3.110361,0.4411201,3.5514811,0.76
"1285","SSPN","hurdle",2.65931737350076e-89,-2.21573317,0.04887481,2.26460798,0.758
"1019","PPIB","hurdle",5.14608400903847e-59,0.2022179,1.026113,0.8238951,0.758
"120","ASPN","hurdle",3.81618953570954e-112,-2.7943577,0.2382991,3.0326568,0.758
"86","ANXA5","hurdle",4.24901577470569e-61,-0.5390923,0.665398,1.2044903,0.758
"615","IFITM3","hurdle",1.47641733761444e-53,0.7267216,1.576725,0.8500034,0.757
"824","MRC2","hurdle",7.41992600518969e-115,-3.1080882,-0.2639071,2.8441811,0.756
"1329","TCF4","hurdle",4.02564632875542e-59,-1.1561174,0.4046149,1.5607323,0.755
"407","EFEMP2","hurdle",1.79931728881853e-92,-2.54204316,-0.07643501,2.46560815,0.755
"928","PALLD","hurdle",7.59862230178621e-74,-1.526121,0.3433117,1.8694327,0.754
"797","MGP","hurdle",1.1133630918263e-44,0.889907,1.833389,0.943482,0.753
"384","DPT","hurdle",1.24077590044303e-142,-3.2166766,0.2036253,3.4203019,0.753
"220","CDH11","hurdle",2.34898625525381e-127,-3.02232598,-0.04260205,2.97972393,0.751
"459","FAP","hurdle",5.35418389465853e-114,-3.0929206,-0.2620369,2.8308837,0.75
"412","EGR1","hurdle",1.59050627796933e-46,0.1505463,1.2080559,1.0575096,0.75
"304","CPE","hurdle",6.96402284406868e-68,-1.7013989,0.1909496,1.8923485,0.749
"1318","TAGLN","hurdle",4.86628636751101e-69,-0.5171613,1.0441656,1.5613269,0.748
"811","MMP14","hurdle",3.96103480827562e-90,-2.50263935,0.01224724,2.51488659,0.744
"1278","SRPX","hurdle",6.32308641609486e-99,-2.81201385,-0.03297576,2.77903809,0.743
"779","MDK","hurdle",1.19367561937577e-46,-0.7216937,0.5949911,1.3166848,0.742
"1192","SERPINH1","hurdle",1.25035832755026e-57,-1.0247814,0.4941577,1.5189391,0.741
"239","CFH","hurdle",3.94184307313636e-69,-2.284501721,0.004643608,2.289145329,0.737
"406","EFEMP1","hurdle",7.97993551837777e-85,-2.51348409,0.06281776,2.57630185,0.736
"1364","TMEM176B","hurdle",1.24394747795488e-67,-1.9173714,0.1275301,2.0449015,0.735
"1106","RCN3","hurdle",1.05394982550083e-98,-2.9137596,-0.2545756,2.659184,0.735
"418","ELN","hurdle",3.38972580797088e-90,-2.47894403,0.09665862,2.57560265,0.734
"1397","TPM2","hurdle",1.0958416539132e-76,-1.0079224,0.4467289,1.4546513,0.733
"1264","SPARCL1","hurdle",6.64654614900732e-79,0.003131793,1.176510804,1.173379011,0.731
"1070","PTRF","hurdle",3.43908122130361e-59,-0.7609832,0.5479969,1.3089801,0.731
"949","PDGFRB","hurdle",1.78208045240824e-51,-2.1135053,-0.1701964,1.9433089,0.73
"703","LGALS3BP","hurdle",1.0923954269042e-47,-0.7773267,0.5048333,1.28216,0.73
"706","LHFP","hurdle",2.08866256717973e-47,-1.4040964,0.2254436,1.62954,0.729
"1004","PLXDC2","hurdle",7.20019700875579e-65,-2.21889309,-0.09256328,2.12632981,0.728
"343","CXCL14","hurdle",3.67345350005121e-75,-2.1393891,0.6555265,2.7949156,0.728
"1020","PPIC","hurdle",8.61383468043165e-79,-1.4573557,0.2737051,1.7310608,0.727
"651","ITM2B","hurdle",6.10494233928963e-34,0.8076635,1.3943131,0.5866496,0.727
"906","OGN","hurdle",3.01863196842566e-125,-3.281384,-0.242596,3.038788,0.726
"419","EMILIN1","hurdle",1.48119320333696e-99,-3.0134669,-0.2797584,2.7337085,0.726
"1002","PLTP","hurdle",8.26991827946747e-67,-2.4300869,-0.0728696,2.3572173,0.725
"474","FGF7","hurdle",7.6044579832755e-80,-2.9136447,-0.3228727,2.590772,0.723
"1363","TMEM176A","hurdle",1.5157382157084e-57,-2.01789846,-0.02274556,1.9951529,0.72
"998","PLPP3","hurdle",5.26107140929419e-61,-1.95860643,-0.01426071,1.94434572,0.718
"529","GGT5","hurdle",2.55934612376228e-60,-2.0852781,-0.1114824,1.9737957,0.717
"1189","SERPINE2","hurdle",2.00277316074571e-78,-2.8500918,-0.2137232,2.6363686,0.716
"1028","PRELP","hurdle",2.27994845347149e-82,-2.8617105,-0.2578305,2.60388,0.716
"294","COL8A1","hurdle",4.05795797992435e-117,-3.1885297,-0.08899903,3.09953067,0.715
"81","ANTXR1","hurdle",2.40919884711777e-72,-2.7100663,-0.3564914,2.3535749,0.715
"619","IGF2","hurdle",5.65806699562881e-73,-2.1558402,0.4412526,2.5970928,0.714
"485","FKBP10","hurdle",1.03324554816569e-64,-2.124156,-0.253867,1.870289,0.714
"280","COL16A1","hurdle",4.10268548703197e-91,-2.8487091,-0.2961158,2.5525933,0.712
"791","MFAP2","hurdle",8.64700683076746e-93,-2.9825754,-0.2539085,2.7286669,0.711
"417","EID1","hurdle",5.91209933831701e-35,-0.2214515,0.6143819,0.8358334,0.71
"1258","SOD3","hurdle",3.71611060246343e-42,-1.5190187,0.2419953,1.761014,0.709
"387","DPYSL3","hurdle",1.52908727713037e-68,-2.686834,-0.4525721,2.2342619,0.709
"978","PLAC9","hurdle",4.52621842974392e-46,-1.5974598,0.1121302,1.70959,0.707
"702","LGALS3","hurdle",2.17540262513436e-30,0.005125244,0.851124711,0.845999467,0.707
"439","F2R","hurdle",4.80886775202256e-65,-2.5783822,-0.3075936,2.2707886,0.706
"84","ANXA2","hurdle",2.79799494357877e-32,0.2417415,0.9549865,0.713245,0.705
"685","LAMA2","hurdle",1.49506886949822e-93,-3.2178479,-0.4820832,2.7357647,0.703
"355","DAB2","hurdle",7.73202282555934e-44,-2.0148839,-0.2816384,1.7332455,0.701
"1186","SEPT11","hurdle",4.5908610497971e-58,-1.80093302,-0.08661589,1.71431713,0.7
"648","ITGBL1","hurdle",5.64163280398204e-87,-3.0873097,-0.3918758,2.6954339,0.7
"608","ID3","hurdle",2.02275497839091e-33,-0.4189829,0.6969351,1.115918,0.699
"235","CERCAM","hurdle",2.11432441338409e-82,-2.661894,-0.3828665,2.2790275,0.698
"1244","SMOC2","hurdle",1.2365725450937e-49,-2.107547,-0.2456411,1.8619059,0.697
"1185","SEPP1","hurdle",1.00125401440502e-34,-0.7411238,0.4318357,1.1729595,0.697
"851","NBL1","hurdle",5.97072977778783e-66,-2.2075429,-0.1964075,2.0111354,0.697
"19","ADAM12","hurdle",3.37946684287256e-94,-3.1691943,-0.5265569,2.6426374,0.697
"687","LAMB1","hurdle",2.13085707372812e-46,-2.4744882,-0.4849396,1.9895486,0.696
"1486","ZFHX4","hurdle",2.22970630096385e-79,-3.2113961,-0.7458871,2.465509,0.695
"793","MFAP5","hurdle",1.91543003416195e-91,-3.188316,-0.317228,2.871088,0.695
"523","GAS6","hurdle",3.70348740140333e-39,-1.7900695,-0.1857041,1.6043654,0.695
"489","FLNA","hurdle",7.26441261977396e-34,-0.90302,0.2652406,1.1682606,0.695
"8","ABI3BP","hurdle",2.31271180995173e-83,-3.2008349,-0.5994258,2.6014091,0.695
"722","LOXL1","hurdle",1.16625936814144e-77,-2.9300678,-0.4561237,2.4739441,0.694
"346","CYBRD1","hurdle",4.0700979178748e-43,-1.6228006,-0.1345635,1.4882371,0.694
"253","CILP","hurdle",2.73713046350173e-105,-3.2961044,-0.2848614,3.011243,0.694
"1307","SVEP1","hurdle",1.12413553435295e-85,-3.293159,-0.632749,2.66041,0.692
"948","PDGFRA","hurdle",1.81099870644654e-78,-3.2086716,-0.6871645,2.5215071,0.692
"884","NPC2","hurdle",4.82150780586446e-27,-0.1998343,0.6162751,0.8161094,0.692
"269","CNN3","hurdle",7.40172669844883e-33,-0.7175891,0.3289361,1.0465252,0.692
"52","AKAP12","hurdle",1.49231747604943e-39,-2.4254637,-0.4957309,1.9297328,0.692
"747","LTBP2","hurdle",4.33647111363548e-67,-2.9987487,-0.6341369,2.3646118,0.69
"158","C12orf57","hurdle",9.01211013211397e-25,0.2012806,0.8285147,0.6272341,0.69
"31","ADD3","hurdle",6.52400882240385e-43,-1.9194063,-0.3100921,1.6093142,0.69
"543","GLT8D2","hurdle",1.60662776639004e-59,-2.949748,-0.720188,2.22956,0.689
"766","MAP1B","hurdle",7.65563400660135e-39,-1.6725704,-0.1176584,1.554912,0.688
"421","EMP1","hurdle",9.82464001502801e-29,-0.9779586,0.1559793,1.1339379,0.688
"190","CALU","hurdle",1.00246280978827e-45,-1.26807759,0.03587834,1.30395593,0.688
"772","MARCKS","hurdle",9.83427477141916e-33,-1.41778379,-0.05684612,1.36093767,0.687
"721","LOX","hurdle",1.95154564676586e-80,-3.2078996,-0.7787023,2.4291973,0.687
"348","CYP1B1","hurdle",1.28945201475988e-61,-2.6301071,-0.2902763,2.3398308,0.687
"1411","TSPAN4","hurdle",1.48832009344314e-35,-1.5790507,-0.1524825,1.4265682,0.686
"484","FILIP1L","hurdle",4.22021383622802e-34,-1.7148096,-0.1906574,1.5241522,0.685
"1381","TNFAIP6","hurdle",2.96936172981776e-87,-3.2214007,-0.5453842,2.6760165,0.682
"874","NID1","hurdle",3.20902648311457e-36,-2.5469611,-0.6750487,1.8719124,0.681
"211","CD248","hurdle",1.55507450260184e-58,-2.7847318,-0.5665321,2.2181997,0.681
"1358","TMEM119","hurdle",7.57645429839584e-73,-3.1600183,-0.6340755,2.5259428,0.68
"1147","RRBP1","hurdle",1.66187346597161e-38,-1.23499138,-0.03724359,1.19774779,0.679
"59","ALDH1A1","hurdle",6.32547599949951e-67,-3.02881,-0.549668,2.479142,0.679
"964","PHLDB1","hurdle",5.47356974681267e-44,-2.5780606,-0.6198597,1.9582009,0.678
"930","PAM","hurdle",1.42778890838891e-48,-2.3707155,-0.5382483,1.8324672,0.677
"794","MFGE8","hurdle",6.09051295139099e-36,-1.42880033,-0.09421494,1.33458539,0.676
"148","BOC","hurdle",1.0810141660052e-63,-3.0403935,-0.7302411,2.3101524,0.676
"605","HTRA3","hurdle",2.51038736439235e-89,-3.2609626,-0.5233803,2.7375823,0.675
"1308","SVIL","hurdle",4.28298182457918e-34,-2.0419231,-0.4729375,1.5689856,0.674
"1100","RBMS3","hurdle",1.81957333153427e-38,-2.413102,-0.625765,1.787337,0.674
"635","INHBA","hurdle",1.36377888688828e-69,-3.0990986,-0.6142592,2.4848394,0.674
"1344","THBS1","hurdle",6.00631091454963e-38,-1.55217075,-0.03757154,1.51459921,0.673
"757","MAFB","hurdle",3.52715784979318e-34,-1.30686171,0.07638335,1.38324506,0.672
"363","DDR2","hurdle",2.5906682251272e-43,-2.6733855,-0.7296072,1.9437783,0.672
"1236","SLIT3","hurdle",5.9823290307695e-43,-2.4675728,-0.5310253,1.9365475,0.671
"1039","PRNP","hurdle",2.62583188270851e-22,-1.6616131,-0.4102012,1.2514119,0.671
"475","FGFR1","hurdle",1.31238084495068e-36,-2.3727075,-0.6642759,1.7084316,0.671
"456","FAM46A","hurdle",2.30378084434819e-42,-2.219502,-0.44754,1.771962,0.671
"1152","RUNX1T1","hurdle",2.1881641872225e-40,-2.7575212,-0.8442663,1.9132549,0.67
"275","COL10A1","hurdle",1.24911146349834e-91,-3.2682021,-0.4235408,2.8446613,0.67
"215","CD81","hurdle",5.71629025725536e-27,-0.9216649,0.1309847,1.0526496,0.67
"979","PLAGL1","hurdle",1.32425811380095e-47,-2.7799295,-0.7491018,2.0308277,0.669
"659","KANK2","hurdle",9.04896546728949e-37,-2.4678252,-0.7271067,1.7407185,0.669
"345","CYB5R3","hurdle",1.16439414977146e-27,-0.8489025,0.1333871,0.9822896,0.669
"1377","TMEM98","hurdle",1.33948248912635e-35,-2.2145628,-0.6190472,1.5955156,0.667
"1303","SULF1","hurdle",1.87388026033245e-53,-2.7129536,-0.5904904,2.1224632,0.667
"910","OLFML2B","hurdle",6.10579760857543e-43,-2.5561936,-0.5269038,2.0292898,0.667
"887","NR2F1","hurdle",9.60199662336143e-55,-2.991503,-0.6722304,2.3192726,0.667
"815","MMP23B","hurdle",1.37720028639842e-74,-3.2608682,-0.7633079,2.4975603,0.667
"804","MIR99AHG","hurdle",6.78903046683479e-54,-3.090288,-0.8741874,2.2161006,0.667
"602","HSPG2","hurdle",3.45065186548234e-34,-1.4864189,-0.2347069,1.251712,0.667
"1175","SDC2","hurdle",1.80619363796479e-28,-2.0689254,-0.5054321,1.5634933,0.665
"749","LTBP4","hurdle",4.90535236438059e-42,-2.0979887,-0.3744397,1.723549,0.665
"1173","SCPEP1","hurdle",1.3890058441768e-27,-1.5524617,-0.2819121,1.2705496,0.664
"1051","PTGDS","hurdle",1.45759570369009e-74,-2.92550645,0.03587558,2.96138203,0.664
"686","LAMA4","hurdle",4.77440877613913e-31,-2.3271122,-0.6609058,1.6662064,0.664
"482","FIBIN","hurdle",2.62655807864927e-72,-3.2278641,-0.8694715,2.3583926,0.664
"422","EMP3","hurdle",9.91920610692306e-28,-1.2107509,-0.1365184,1.0742325,0.664
"15","ACTA2","hurdle",1.22252835375452e-36,-0.6657945,0.2822257,0.9480202,0.664
"1018","PPFIBP1","hurdle",6.37717592676183e-31,-1.9563794,-0.5318767,1.4245027,0.663
"871","NGFRAP1","hurdle",1.61037444191464e-22,-1.08137242,-0.05251869,1.02885373,0.663
"868","NFIC","hurdle",3.22015412917558e-30,-0.91822683,0.02700253,0.94522936,0.661
"95","APOE","hurdle",3.91961716985732e-34,-1.3107072,0.3134273,1.6241345,0.661
"1270","SPON1","hurdle",1.27570997701321e-58,-3.228424,-1.045731,2.182693,0.66
"1183","SELM","hurdle",1.72906779284262e-20,0.1389556,0.7384548,0.5994992,0.66
"647","ITGB5","hurdle",6.63680884802038e-39,-2.3813401,-0.6842213,1.6971188,0.66
"1479","ZCCHC24","hurdle",5.99565768504263e-40,-2.6964444,-0.8568869,1.8395575,0.659
"1337","TFPI","hurdle",7.39370615858463e-26,-1.602026,-0.3416139,1.2604121,0.658
"813","MMP19","hurdle",9.85898131805761e-56,-2.9973593,-0.7823768,2.2149825,0.658
"708","LIMA1","hurdle",1.36199145646988e-28,-1.2977653,-0.1961503,1.101615,0.658
"478","FHL1","hurdle",1.35206911654877e-25,-2.1192032,-0.5991236,1.5200796,0.657
"247","CHPF","hurdle",3.90311886450216e-48,-2.2000025,-0.5500357,1.6499668,0.657
"238","CFD","hurdle",4.2629072915663e-56,-1.3151269,0.5164781,1.831605,0.657
"72","ANK2","hurdle",2.41233500395069e-54,-3.103705,-0.921079,2.182626,0.656
"5","ABCA6","hurdle",2.81415571716099e-69,-3.2296436,-0.8348997,2.3947439,0.656
"903","NUPR1","hurdle",1.72029809052083e-19,-0.4738027,0.3054665,0.7792692,0.655
"786","MEIS2","hurdle",9.93810344780066e-38,-2.8102807,-0.9684569,1.8418238,0.655
"522","GAS1","hurdle",7.83515126840686e-58,-3.2048167,-0.9447557,2.260061,0.655
"511","FXYD1","hurdle",1.8302857430195e-34,-2.2607732,-0.5063149,1.7544583,0.655
"1454","WBP5","hurdle",1.13588997480835e-28,-1.7507352,-0.4323899,1.3183453,0.653
"1035","PRKCDBP","hurdle",4.61989563383378e-21,-1.4218681,-0.3244953,1.0973728,0.653
"1390","TNXB","hurdle",1.02528828922412e-46,-2.603931,-0.550959,2.052972,0.652
"765","MAP1A","hurdle",5.96241799528334e-41,-2.6958846,-0.8540324,1.8418522,0.652
"700","LEPROT","hurdle",2.20681838233164e-22,-0.87439447,-0.01074821,0.86364626,0.652
"1474","ZBTB20","hurdle",1.09519026006475e-20,-1.6213306,-0.4769582,1.1443724,0.651
"1418","TUBB","hurdle",2.13844067819202e-16,-0.07106905,0.52239566,0.59346471,0.651
"1203","SGCE","hurdle",2.57949843072448e-30,-2.5044624,-0.8193289,1.6851335,0.651
"1188","SERPINE1","hurdle",1.26313435533117e-36,-2.5115972,-0.5602881,1.9513091,0.651
"985","PLD3","hurdle",1.26998834124098e-28,-1.2443778,-0.1740245,1.0703533,0.651
"951","PDLIM2","hurdle",7.70771831086392e-27,-1.927522,-0.523851,1.403671,0.651
"488","FKBP9","hurdle",4.69195734895634e-27,-2.0921543,-0.6588714,1.4332829,0.651
"23","ADAMTS2","hurdle",2.19656817505593e-53,-3.1243374,-0.9831109,2.1412265,0.651
"318","CRTAP","hurdle",7.31707452674189e-23,-1.01781955,-0.05556859,0.96225096,0.65
"1427","UACA","hurdle",4.24365740135562e-26,-1.8162856,-0.5051602,1.3111254,0.649
"1180","SEC31A","hurdle",2.06077081504234e-25,-1.3496731,-0.3130331,1.03664,0.649
"1045","PRSS23","hurdle",5.26385186194348e-19,-0.7458881,0.2428835,0.9887716,0.649
"645","ITGB1","hurdle",1.67232077560549e-21,-0.3489943,0.3899762,0.7389705,0.649
"533","GLG1","hurdle",2.83758251713427e-28,-1.8157025,-0.5009074,1.3147951,0.649
"424","EPB41L2","hurdle",1.13044586338015e-24,-2.471203,-0.8964677,1.5747353,0.649
"748","LTBP3","hurdle",1.66863752358825e-28,-1.5938233,-0.4019724,1.1918509,0.648
"83","ANXA1","hurdle",1.20762226875388e-26,-0.02437349,0.63867141,0.6630449,0.648
"1235","SLIT2","hurdle",4.09970326353676e-56,-3.245019,-1.073248,2.171771,0.647
"689","LAMC1","hurdle",5.14803382338631e-24,-2.1985956,-0.7594881,1.4391075,0.647
"611","IFI27","hurdle",2.37388271841826e-37,0.1854997,0.9029045,0.7174048,0.647
"309","CPXM1","hurdle",7.90321795109465e-66,-3.2430897,-0.9418259,2.3012638,0.647
"1330","TCF7L2","hurdle",1.63042037633516e-33,-2.3463246,-0.8299025,1.5164221,0.646
"1205","SH3BP5","hurdle",1.45385167463123e-20,-1.459442,-0.356656,1.102786,0.646
"550","GOLIM4","hurdle",1.52707041449063e-28,-2.2823318,-0.7846533,1.4976785,0.646
"6","ABCA8","hurdle",1.01867634446729e-58,-3.1375939,-0.8683522,2.2692417,0.646
"1406","TSHZ2","hurdle",4.78541454289648e-20,-1.7575318,-0.5802945,1.1772373,0.645
"901","NUCKS1","hurdle",2.2523758054322e-17,-0.2940229,0.3132939,0.6073168,0.645
"140","BICC1","hurdle",8.72738509905932e-54,-3.236676,-1.139231,2.097445,0.645
"110","ARID5B","hurdle",1.56024174697673e-17,-0.4606747,0.2852422,0.7459169,0.645
"1242","SMIM3","hurdle",4.80490424221193e-26,-2.4921317,-0.9093909,1.5827408,0.644
"268","CNN2","hurdle",4.36792376136426e-21,-1.1642286,-0.1600109,1.0042177,0.644
"919","OSTC","hurdle",2.43955381854895e-25,-0.6333132,0.146648,0.7799612,0.643
"809","MMP11","hurdle",6.19456189515745e-66,-3.00811628,-0.09768081,2.91043547,0.643
"1082","RAB31","hurdle",2.76168143774472e-27,-1.8290458,-0.4800665,1.3489793,0.642
"891","NREP","hurdle",1.25930443093522e-35,-2.5060491,-0.8204125,1.6856366,0.642
"267","CMTM3","hurdle",5.60828260050362e-30,-2.3492001,-0.8297579,1.5194422,0.642
"1417","TUBA1A","hurdle",7.00553545300943e-16,-0.1241361,0.5338744,0.6580105,0.641
"1208","SH3PXD2A","hurdle",2.72424754263988e-33,-2.641198,-0.9356952,1.7055028,0.641
"912","OMD","hurdle",3.06812277278647e-63,-3.293112,-1.014224,2.278888,0.641
"612","IFI27L2","hurdle",1.06208706941402e-20,-1.6837288,-0.5396793,1.1440495,0.641
"600","HSP90B1","hurdle",2.77631979568678e-16,0.1171305,0.6292569,0.5121264,0.641
"332","CTSB","hurdle",7.60381795710125e-20,-0.5958639,0.1936765,0.7895404,0.641
"306","CPQ","hurdle",3.63859423292875e-23,-2.1794145,-0.8244451,1.3549694,0.641
"864","NEXN","hurdle",9.46174282537919e-30,-2.6008733,-0.9524302,1.6484431,0.64
"376","DLC1","hurdle",4.63957521895634e-19,-2.1076694,-0.8613228,1.2463466,0.64
"333","CTSF","hurdle",1.61395967295325e-32,-1.606374,-0.4223888,1.1839852,0.64
"299","COMP","hurdle",2.93854551300727e-76,-3.2632623,-0.4635857,2.7996766,0.64
"1338","TGFB1I1","hurdle",7.23965833827276e-19,-1.739315,-0.6023373,1.1369777,0.639
"1121","RND3","hurdle",1.04397863390796e-36,-2.2936649,-0.6161686,1.6774963,0.639
"263","CLMP","hurdle",1.61466553061819e-45,-3.18347,-1.166229,2.017241,0.639
"70","ANGPTL2","hurdle",2.09619838295322e-30,-2.826697,-1.058574,1.768123,0.639
"869","NFIX","hurdle",2.42268835379679e-26,-2.14406,-0.744009,1.400051,0.638
"553","GPC3","hurdle",4.20602746913002e-50,-3.0056061,-0.7617502,2.2438559,0.638
"1423","TWIST2","hurdle",5.92724364316033e-45,-3.280441,-1.286586,1.993855,0.636
