"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Cancer_Epithelial","log2fold_change","Auc"
"629","CTNND1","hurdle",3.44403642240499e-09,-1.7727014,-0.9939401,0.7787613,0.626
"506","CKS1B","hurdle",9.44884678006521e-22,-2.07649,-1.118575,0.957915,0.626
"505","CISH","hurdle",3.35629020861139e-38,-2.80334,-1.447065,1.356275,0.626
"503","CISD2","hurdle",1.37641986468716e-21,-1.815214,-1.075976,0.739238,0.626
"339","C5orf30","hurdle",4.25222104727696e-35,-2.997496,-1.582867,1.414629,0.626
"237","BCCIP","hurdle",4.36406583718633e-16,-1.841473,-1.059258,0.782215,0.626
"87","ALDH9A1","hurdle",6.29138385064106e-16,-1.6929232,-0.9335625,0.7593607,0.626
"2962","ZNHIT3","hurdle",3.40321124424073e-23,-1.830751,-1.088943,0.741808,0.625
"2813","UQCRC1","hurdle",6.71665574813488e-17,-1.3440809,-0.6771857,0.6668952,0.625
"2642","TMEM25","hurdle",1.57093222906163e-32,-2.783165,-1.49605,1.287115,0.625
"2590","TM2D1","hurdle",1.01142696412658e-16,-1.6152733,-0.8948978,0.7203755,0.625
"2500","SYAP1","hurdle",2.16189759149543e-40,-1.2859685,-0.6967143,0.5892542,0.625
"2439","SRA1","hurdle",2.42533299656543e-14,-1.739363,-1.019155,0.720208,0.625
"2325","SLC25A36","hurdle",6.24377241363003e-18,-1.5813744,-0.7967793,0.7845951,0.625
"2294","SHARPIN","hurdle",5.58214990916878e-18,-1.860169,-1.105764,0.754405,0.625
"2110","RHBDD2","hurdle",2.69035283980852e-25,-1.75408,-1.049215,0.704865,0.625
"2073","RAD50","hurdle",3.73660918977631e-19,-2.006745,-1.140026,0.866719,0.625
"1980","PRRG4","hurdle",2.87636684874149e-31,-2.686079,-1.497031,1.189048,0.625
"1965","PRKAR1A","hurdle",1.79922015072942e-27,-0.9763227,-0.3803517,0.595971,0.625
"1664","NDUFS7","hurdle",1.96041943228654e-31,-0.9942429,-0.4076293,0.5866136,0.625
"1643","NDUFA6","hurdle",1.09926673524128e-24,-0.8907968,-0.3358009,0.5549959,0.625
"1538","MRPL9","hurdle",7.51391274028076e-15,-1.989452,-1.147471,0.841981,0.625
"1415","MAP3K1","hurdle",8.59484332221868e-32,-2.410117,-1.265129,1.144988,0.625
"946","FLAD1","hurdle",6.10268935130346e-18,-2.460943,-1.424392,1.036551,0.625
"454","CDKN1B","hurdle",2.36151901283494e-27,-1.4102141,-0.8093632,0.6008509,0.625
"430","CCNO","hurdle",3.56964229454391e-60,-3.16149,-1.482681,1.678809,0.625
"117","AP3S1","hurdle",3.41979350254504e-16,-1.2409305,-0.6077506,0.6331799,0.625
"48","ADAM15","hurdle",2.46827044524158e-35,-1.3336478,-0.6783397,0.6553081,0.625
"2790","UBXN4","hurdle",1.35368948200118e-46,-0.50894926,0.01835595,0.52730521,0.624
"2493","SUMO3","hurdle",4.76437987167254e-20,-1.1975971,-0.6084874,0.5891097,0.624
"2242","SCUBE2","hurdle",2.38992725982172e-82,-2.850158,-1.098248,1.75191,0.624
"2222","SCAMP1","hurdle",5.71388277036609e-13,-2.344373,-1.427245,0.917128,0.624
"2072","RAD23B","hurdle",4.55891858024874e-19,-1.7269506,-0.9743169,0.7526337,0.624
"1909","POLD2","hurdle",6.36912176565538e-21,-1.967841,-1.15961,0.808231,0.624
"1859","PIGF","hurdle",5.65153338106519e-16,-2.260639,-1.382475,0.878164,0.624
"1666","NDUFV1","hurdle",7.15188713206613e-25,-1.1276033,-0.5043475,0.6232558,0.624
"1565","MT-ND6","hurdle",1.10561880499203e-18,-0.9036373,-0.30964,0.5939973,0.624
"1526","MRPL42","hurdle",2.62985991104389e-24,-1.745824,-1.046827,0.698997,0.624
"1496","MPLKIP","hurdle",9.0493800112112e-17,-1.6533818,-0.9333708,0.720011,0.624
"1474","MISP","hurdle",7.39457987673252e-31,-3.252946,-1.819896,1.43305,0.624
"1448","METTL23","hurdle",1.97799501229606e-22,-1.968568,-1.118789,0.849779,0.624
"1389","LURAP1L","hurdle",1.53578986307526e-21,-2.461051,-1.41169,1.049361,0.624
"1320","LAMTOR3","hurdle",2.20647891276269e-20,-1.911166,-1.141482,0.769684,0.624
"1079","H2AFV","hurdle",3.9291802716039e-30,-0.9457176,-0.3794018,0.5663158,0.624
"1013","GLUD1","hurdle",1.7123945201619e-24,-1.108545,-0.554214,0.554331,0.624
"772","ECI1","hurdle",7.27441923676962e-20,-2.533169,-1.457984,1.075185,0.624
"700","DHX29","hurdle",2.0156268025434e-19,-1.79638,-1.036872,0.759508,0.624
"685","DENR","hurdle",2.43947625352811e-16,-1.919844,-1.149977,0.769867,0.624
"337","C5orf15","hurdle",3.12779821100266e-21,-1.962227,-1.130792,0.831435,0.624
"288","C12orf10","hurdle",3.21604183271252e-15,-1.904353,-1.14356,0.760793,0.624
"261","BNIPL","hurdle",1.35354593735778e-48,-3.126131,-1.596027,1.530104,0.624
"248","BET1","hurdle",9.80140806098129e-18,-2.2011,-1.326692,0.874408,0.624
"75","AK6","hurdle",1.88125401178566e-18,-1.91855,-1.120991,0.797559,0.624
"2814","UQCRFS1","hurdle",7.10190938816864e-31,-1.1862235,-0.5558828,0.6303407,0.623
"2606","TMED9","hurdle",1.21865206710608e-33,-0.903429,-0.3300286,0.5734004,0.623
"1983","PRSS23","hurdle",2.89469050953717e-39,-1.04244455,-0.04522339,0.99722116,0.623
"1726","NTPCR","hurdle",2.95969705745965e-22,-2.352003,-1.342412,1.009591,0.623
"1616","NANS","hurdle",4.37457883288605e-30,-1.6001612,-0.8620121,0.7381491,0.623
"1452","MFF","hurdle",1.15423418841888e-15,-1.4991908,-0.8873698,0.611821,0.623
"1387","LTF","hurdle",9.33227763662655e-65,-2.3906305,-0.6843815,1.706249,0.623
"859","ETNK1","hurdle",8.11336421797489e-16,-1.936843,-1.151517,0.785326,0.623
"798","EIF5A","hurdle",8.16975036917807e-38,-0.57088949,-0.02810213,0.54278736,0.623
"547","COBL","hurdle",1.37889084708054e-31,-3.070114,-1.696628,1.373486,0.623
"353","C8orf4","hurdle",1.69877100981646e-42,-1.6940229,-0.5789453,1.1150776,0.623
"109","ANXA9","hurdle",3.139926161709e-40,-3.223886,-1.742968,1.480918,0.623
"14","ABHD12","hurdle",1.0828628486541e-10,-2.125576,-1.289578,0.835998,0.623
"12","ABCD3","hurdle",7.2231016048761e-23,-2.736576,-1.531543,1.205033,0.623
"2872","WRB","hurdle",1.36339773876169e-19,-2.210229,-1.320271,0.889958,0.622
"2650","TMEM33","hurdle",7.44445209532502e-16,-2.426866,-1.485641,0.941225,0.622
"2554","TFAP2B","hurdle",5.95190923780486e-61,-2.793928,-1.238299,1.555629,0.622
"2523","TAX1BP1","hurdle",1.79056020865667e-50,-0.6521231,-0.1414929,0.5106302,0.622
"2366","SLIRP","hurdle",1.44948053922171e-34,-1.2463864,-0.6144729,0.6319135,0.622
"2322","SLC25A24","hurdle",2.61525282555185e-13,-2.325577,-1.422122,0.903455,0.622
"2278","SF3B6","hurdle",1.76935756778133e-46,-0.41085984,0.09454312,0.50540296,0.622
"2152","RP11-206M11.7","hurdle",6.4840700154693e-110,-3.1486791,-0.6275983,2.5210808,0.622
"1888","PLEKHJ1","hurdle",7.04884300499984e-08,-2.028468,-1.274825,0.753643,0.622
"1638","NDUFA13","hurdle",5.16560139440256e-30,-1.3918277,-0.6681098,0.7237179,0.622
"1561","MSMO1","hurdle",1.31543984074817e-24,-2.540237,-1.398651,1.141586,0.622
"1424","MARCH5","hurdle",4.060115814389e-10,-2.11334,-1.288335,0.825005,0.622
"1302","KRAS","hurdle",5.68984471294421e-25,-1.4482928,-0.8051757,0.6431171,0.622
"1274","KDM4B","hurdle",2.92155641646172e-23,-2.527472,-1.462171,1.065301,0.622
"697","DHRS4L2","hurdle",3.07756683709296e-15,-2.293753,-1.401929,0.891824,0.622
"595","CREG1","hurdle",1.75983022981223e-17,-1.762862,-1.041184,0.721678,0.622
"395","CBWD5","hurdle",1.55688460874519e-25,-2.612437,-1.439984,1.172453,0.622
"294","C14orf166","hurdle",2.13949708537117e-39,-0.44220776,0.08489453,0.52710229,0.622
"199","ATP6V1D","hurdle",9.46246030092183e-14,-1.828187,-1.114974,0.713213,0.622
"33","ACBD6","hurdle",3.09871722392922e-12,-2.004902,-1.162958,0.841944,0.622
"2886","YPEL3","hurdle",1.46183233300438e-11,-1.843992,-1.062039,0.781953,0.621
"2885","YPEL2","hurdle",4.96048975580137e-26,-1.8082366,-0.8896046,0.918632,0.621
"2105","RERG","hurdle",6.63022564910492e-21,-2.110747,-1.148761,0.961986,0.621
"1696","NONO","hurdle",1.28247522806694e-31,-1.2100294,-0.6180502,0.5919792,0.621
"1250","JAGN1","hurdle",4.78757300521548e-28,-2.098363,-1.141296,0.957067,0.621
"1211","IL17RC","hurdle",2.41794559649222e-15,-2.582056,-1.540191,1.041865,0.621
"1139","HMOX2","hurdle",7.33283482147599e-10,-1.781659,-1.121175,0.660484,0.621
"894","FAM174B","hurdle",8.39228499320426e-20,-2.938503,-1.715429,1.223074,0.621
"788","EI24","hurdle",1.08707132848543e-19,-1.5605149,-0.8395058,0.7210091,0.621
"558","COPB1","hurdle",3.69641011674366e-13,-1.732168,-1.041161,0.691007,0.621
"426","CCNC","hurdle",3.59725599057888e-15,-2.008803,-1.164737,0.844066,0.621
"346","C6orf132","hurdle",3.28283906860032e-28,-2.961511,-1.663929,1.297582,0.621
"327","C20orf24","hurdle",1.02187952359501e-18,-1.5872445,-0.9092084,0.6780361,0.621
"232","BCAP29","hurdle",2.35321158680214e-21,-1.455109,-0.7819507,0.6731583,0.621
"180","ATIC","hurdle",5.14402306123213e-17,-2.403676,-1.472068,0.931608,0.621
"59","AFF3","hurdle",4.08710085450644e-32,-2.797451,-1.513498,1.283953,0.621
"2511","SYTL1","hurdle",3.30115385220674e-21,-2.451398,-1.501201,0.950197,0.62
"2187","RPS19BP1","hurdle",4.31904007952701e-23,-1.1168919,-0.5600739,0.556818,0.62
"2005","PTP4A2","hurdle",3.65624213285881e-23,-1.2558745,-0.5931862,0.6626883,0.62
"1924","POMP","hurdle",3.59985357837526e-51,-0.1057184,0.3956326,0.501351,0.62
"1911","POLDIP2","hurdle",3.2904842014546e-12,-2.001655,-1.228457,0.773198,0.62
"1863","PIGQ","hurdle",1.4703812119031e-22,-2.651413,-1.551524,1.099889,0.62
"1488","MOCS2","hurdle",1.72490100498374e-15,-1.953934,-1.11428,0.839654,0.62
"1450","METTL5","hurdle",3.32038047688678e-15,-1.5300809,-0.8770435,0.6530374,0.62
"1178","HSPA9","hurdle",9.59497148290752e-27,-1.1215244,-0.5250697,0.5964547,0.62
"874","FAHD1","hurdle",1.13870005248428e-16,-2.739162,-1.587535,1.151627,0.62
"870","FAAH","hurdle",4.88755756317698e-21,-3.113761,-1.812181,1.30158,0.62
"2730","TRPT1","hurdle",4.96510849770237e-25,-2.272033,-1.336095,0.935938,0.619
"2517","TADA3","hurdle",5.42066256119506e-17,-1.765231,-1.011636,0.753595,0.619
"2255","SEC22B","hurdle",1.09846703671608e-16,-1.994932,-1.169351,0.825581,0.619
"2137","RNF181","hurdle",5.63384876738615e-24,-1.0319171,-0.4822732,0.5496439,0.619
"1963","PRKAA2","hurdle",1.19766798314285e-28,-3.080211,-1.761009,1.319202,0.619
"1542","MRPS15","hurdle",9.6680476611502e-17,-1.5659155,-0.9290704,0.6368451,0.619
"1493","MPC1","hurdle",2.99202847522398e-17,-1.5811205,-0.9525153,0.6286052,0.619
"1386","LTBP3","hurdle",1.68169170443693e-20,-1.732404,-1.027168,0.705236,0.619
"953","FNBP1L","hurdle",8.51040910523071e-15,-2.18707,-1.306469,0.880601,0.619
"789","EIF1AX","hurdle",1.3770577547669e-36,-0.46976817,0.03303024,0.50279841,0.619
"657","CYTH2","hurdle",8.44796942649135e-14,-1.950779,-1.191781,0.758998,0.619
"521","CLPP","hurdle",4.60148009924614e-24,-1.6132641,-0.9618825,0.6513816,0.619
"445","CDC42EP4","hurdle",2.16853495475031e-14,-2.057862,-1.215244,0.842618,0.619
"372","CAMK2N1","hurdle",8.1307086519512e-21,-2.519477,-1.525554,0.993923,0.619
"283","BZW1","hurdle",1.02995283680421e-30,-0.6408084,-0.1146156,0.5261928,0.619
"208","ATXN10","hurdle",1.03005879216139e-11,-1.5419511,-0.8904702,0.6514809,0.619
"125","APOD","hurdle",3.97382882534957e-36,-1.024737,-0.3271714,0.6975656,0.619
"2943","ZNF664","hurdle",9.24384313226966e-26,-2.597876,-1.502884,1.094992,0.618
"2854","WBSCR22","hurdle",1.11046584578292e-14,-1.4643661,-0.8394388,0.6249273,0.618
"2834","VIMP","hurdle",6.53531518656344e-22,-0.9757481,-0.4224173,0.5533308,0.618
"2673","TMEM97","hurdle",1.14489236922113e-22,-2.955192,-1.700739,1.254453,0.618
"2488","SULT1A1","hurdle",2.3932282654107e-28,-2.735575,-1.566856,1.168719,0.618
"2277","SF3B4","hurdle",3.74260415240328e-10,-1.751458,-1.001228,0.75023,0.618
"1992","PSMD4","hurdle",4.68317043939739e-28,-1.0835737,-0.5026602,0.5809135,0.618
"1777","PAICS","hurdle",4.04507927929679e-13,-2.354289,-1.441527,0.912762,0.618
"1662","NDUFS3","hurdle",8.82195020119283e-21,-1.5496416,-0.8795362,0.6701054,0.618
"1621","NAT9","hurdle",6.10839183737291e-19,-2.57623,-1.52296,1.05327,0.618
"1590","MVB12A","hurdle",4.25232313754813e-09,-1.855694,-1.153953,0.701741,0.618
"1380","LSM12","hurdle",1.30293569799629e-11,-2.082501,-1.301389,0.781112,0.618
"1303","KRCC1","hurdle",4.98630279837863e-16,-1.852868,-1.065104,0.787764,0.618
"1279","KIAA0907","hurdle",1.25568562298041e-19,-2.291462,-1.39179,0.899672,0.618
"951","FN3K","hurdle",3.82469116204217e-21,-2.548768,-1.450143,1.098625,0.618
"696","DHRS4-AS1","hurdle",1.14764172072132e-25,-2.725171,-1.587154,1.138017,0.618
"589","CRAT","hurdle",6.71827699646156e-34,-2.575741,-1.372628,1.203113,0.618
"585","CPEB4","hurdle",1.90585381000598e-18,-2.186962,-1.250439,0.936523,0.618
"565","COPS6","hurdle",2.5227426125264e-25,-1.1881871,-0.5907417,0.5974454,0.618
"546","COASY","hurdle",3.12467521794228e-15,-2.442461,-1.479342,0.963119,0.618
"108","ANPEP","hurdle",1.39755670609444e-50,-2.79319,-1.286255,1.506935,0.618
"52","ADI1","hurdle",2.8611125828088e-18,-1.5383923,-0.8410263,0.697366,0.618
"28","ACAA1","hurdle",2.46806730501516e-15,-1.854639,-1.060098,0.794541,0.618
"2939","ZNF587","hurdle",4.19324439518692e-20,-2.912106,-1.735887,1.176219,0.617
"2760","TVP23B","hurdle",3.13254340187929e-24,-2.479299,-1.446223,1.033076,0.617
"2693","TOR1AIP2","hurdle",4.07758876600866e-18,-2.130834,-1.346742,0.784092,0.617
"2610","TMEM120A","hurdle",4.1090119196405e-18,-2.09331,-1.286339,0.806971,0.617
"2376","SMG1","hurdle",3.73834649512982e-17,-1.4797283,-0.7894502,0.6902781,0.617
"2339","SLC35A3","hurdle",1.18504500713976e-19,-2.514056,-1.495079,1.018977,0.617
"2247","SDF2L1","hurdle",1.02631891678359e-19,-1.5930851,-0.9179695,0.6751156,0.617
"2134","RNF141","hurdle",1.28095351940483e-16,-2.530691,-1.573423,0.957268,0.617
"1676","NELFCD","hurdle",1.42739392661647e-12,-1.9582,-1.234371,0.723829,0.617
"1518","MRPL28","hurdle",7.95973907462921e-14,-1.889084,-1.149815,0.739269,0.617
"1482","MLST8","hurdle",3.83065353852699e-12,-2.393894,-1.502513,0.891381,0.617
"950","FMOD","hurdle",1.51598358952467e-40,-2.518619,-1.232828,1.285791,0.617
"866","EXOSC5","hurdle",3.50548587653848e-15,-2.477934,-1.528563,0.949371,0.617
"836","EPRS","hurdle",2.30371630180555e-16,-1.694761,-1.026853,0.667908,0.617
"809","EMC3","hurdle",7.77911212536961e-25,-1.4261024,-0.6747234,0.751379,0.617
"492","CHMP2B","hurdle",6.11058697590875e-12,-1.5337719,-0.9227149,0.611057,0.617
"266","BOLA3","hurdle",1.35146608992804e-19,-1.893229,-1.098946,0.794283,0.617
"252","BIK","hurdle",8.55603446522602e-30,-2.799018,-1.595731,1.203287,0.617
"2891","ZBED5-AS1","hurdle",1.9072437983702e-22,-2.808667,-1.706468,1.102199,0.616
"2538","TCEAL1","hurdle",1.76567320273205e-11,-2.134203,-1.309656,0.824547,0.616
"2512","SYTL2","hurdle",6.53543138837224e-23,-2.187732,-1.180887,1.006845,0.616
"2403","SNRPC","hurdle",3.72714151404141e-19,-1.3097177,-0.7085942,0.6011235,0.616
"2303","SIPA1","hurdle",2.01287805809597e-16,-2.300638,-1.433758,0.86688,0.616
"2299","SHTN1","hurdle",4.97814200898861e-26,-2.821468,-1.665951,1.155517,0.616
"2276","SEZ6L2","hurdle",2.97814922510106e-49,-2.99814,-1.602852,1.395288,0.616
"2128","RNASEH2C","hurdle",9.57649993985248e-23,-1.4361576,-0.8097445,0.6264131,0.616
"2035","QTRT1","hurdle",5.21830765891254e-12,-1.91899,-1.106258,0.812732,0.616
"1958","PRDX4","hurdle",8.90573709064375e-28,-1.0969899,-0.5006497,0.5963402,0.616
"1779","PAK4","hurdle",8.85959401460374e-17,-2.590521,-1.548103,1.042418,0.616
"1454","MGMT","hurdle",2.5578581839835e-15,-1.3591816,-0.7860466,0.573135,0.616
"1223","IMPDH2","hurdle",2.8727840150698e-27,-0.9505924,-0.4026127,0.5479797,0.616
"1197","IFT20","hurdle",2.8672495800229e-12,-1.917983,-1.179117,0.738866,0.616
"1130","HM13","hurdle",1.12608437739639e-23,-1.1813941,-0.5766624,0.6047317,0.616
"1004","GJA1","hurdle",1.40542696105194e-40,-1.8421615,-0.6826755,1.159486,0.616
"924","FASTK","hurdle",1.36029084324005e-13,-2.10145,-1.31385,0.7876,0.616
"908","FAM49B","hurdle",1.15012003443879e-21,-1.4985796,-0.9945835,0.5039961,0.616
"737","DRAM2","hurdle",7.57775472349324e-20,-1.728326,-1.074835,0.653491,0.616
"563","COPRS","hurdle",1.21333064481892e-12,-2.357071,-1.441479,0.915592,0.616
"531","CMTM6","hurdle",9.81079918510406e-15,-1.04753,-0.4478328,0.5996972,0.616
"495","CHMP5","hurdle",5.88799159920455e-27,-0.8704322,-0.3021007,0.5683315,0.616
"302","C16orf74","hurdle",1.29001632530049e-37,-3.120689,-1.709253,1.411436,0.616
"79","AKR7A3","hurdle",2.28407816966299e-59,-3.096877,-1.47964,1.617237,0.616
"2900","ZDHHC12","hurdle",3.95760818703996e-08,-2.372348,-1.502437,0.869911,0.615
"2846","VPS72","hurdle",6.78139437763045e-11,-2.144391,-1.320833,0.823558,0.615
"2832","VEZF1","hurdle",9.61566419367606e-13,-2.060871,-1.250506,0.810365,0.615
"2783","UBL3","hurdle",8.28669502894801e-23,-1.823179,-1.03283,0.790349,0.615
"2659","TMEM60","hurdle",2.81529952880786e-17,-2.241358,-1.388849,0.852509,0.615
"2519","TAF9","hurdle",2.36753388327664e-24,-1.6338706,-0.9501593,0.6837113,0.615
"2369","SLPI","hurdle",3.5111875067777e-59,-2.3506931,-0.6326884,1.7180047,0.615
"2252","SEC11C","hurdle",2.56193126446579e-19,-1.3999344,-0.8429265,0.5570079,0.615
"1747","OCIAD1","hurdle",1.36986816703378e-40,-0.7027742,-0.1869412,0.515833,0.615
"1334","LIMCH1","hurdle",1.36498815238783e-31,-2.163587,-1.143289,1.020298,0.615
"1117","HIST1H2BD","hurdle",6.29819046806772e-38,-3.002209,-1.57561,1.426599,0.615
"571","CORO1B","hurdle",1.82684103478007e-21,-1.213881,-0.7017955,0.5120855,0.615
"532","CMTM8","hurdle",6.37470120948597e-14,-2.256791,-1.346504,0.910287,0.615
"428","CCNG1","hurdle",8.73911548958726e-16,-1.806239,-1.141149,0.66509,0.615
"396","CBX1","hurdle",8.09355157346843e-12,-2.279576,-1.385379,0.894197,0.615
"171","ASNA1","hurdle",5.20036786277286e-15,-1.6083074,-0.9274182,0.6808892,0.615
"2921","ZNF217","hurdle",3.01989920551833e-30,-2.40746,-1.332855,1.074605,0.614
"2778","UBE2K","hurdle",2.6064543819575e-11,-1.660509,-1.05846,0.602049,0.614
"2703","TPD52L1","hurdle",4.94567991769803e-25,-2.03833,-1.072869,0.965461,0.614
"2451","SRSF6","hurdle",6.79021523244796e-13,-1.725342,-1.065763,0.659579,0.614
"2402","SNRPB","hurdle",8.87892285837496e-36,-0.7126741,-0.1896534,0.5230207,0.614
"2400","SNHG9","hurdle",3.53355201263967e-19,-2.041807,-1.177766,0.864041,0.614
"2302","SIL1","hurdle",2.94484347035435e-12,-2.318216,-1.416606,0.90161,0.614
"2059","RAB7A","hurdle",8.15110803793861e-21,-0.7797077,-0.2700153,0.5096924,0.614
"1986","PSCA","hurdle",2.40504280049428e-87,-3.292356,-1.436598,1.855758,0.614
"1944","PPP1R16A","hurdle",3.74798021350701e-25,-2.632458,-1.483799,1.148659,0.614
"1905","PODXL2","hurdle",1.39737460191372e-12,-2.893802,-1.773852,1.11995,0.614
"1860","PIGH","hurdle",2.97498973647358e-15,-2.422837,-1.517086,0.905751,0.614
"1725","NTN4","hurdle",8.99551851051661e-31,-2.144079,-1.144423,0.999656,0.614
"1681","NFIA","hurdle",3.89983372627514e-16,-1.307086,-0.695771,0.611315,0.614
"1535","MRPL54","hurdle",3.368143617516e-23,-1.3698583,-0.7937122,0.5761461,0.614
"1418","MAPK13","hurdle",3.48682147617623e-14,-2.836878,-1.750768,1.08611,0.614
"1180","HSPB11","hurdle",7.23024350219087e-16,-1.5143768,-0.9110121,0.6033647,0.614
"897","FAM210B","hurdle",8.18810516224452e-13,-1.857171,-1.142516,0.714655,0.614
"878","FAM103A1","hurdle",7.5556593713025e-16,-1.966552,-1.279153,0.687399,0.614
"871","FAAP20","hurdle",1.59482945405891e-17,-1.3236942,-0.7607099,0.5629843,0.614
"858","ETHE1","hurdle",3.80570106669625e-17,-1.6390845,-0.9843396,0.6547449,0.614
"771","ECHS1","hurdle",4.13978170824583e-15,-1.47427,-0.82993,0.64434,0.614
"758","DYNLT3","hurdle",1.26522081883789e-17,-1.785506,-1.151891,0.633615,0.614
"244","BCL7C","hurdle",5.9470900491344e-12,-2.058655,-1.305257,0.753398,0.614
"198","ATP6V1C1","hurdle",5.76912557550787e-12,-2.341516,-1.402264,0.939252,0.614
"178","ATG101","hurdle",9.49118551068142e-13,-1.987569,-1.257587,0.729982,0.614
"147","ARHGEF35","hurdle",5.26374725838187e-30,-3.068081,-1.808119,1.259962,0.614
"2922","ZNF24","hurdle",5.60226869513336e-21,-1.5399039,-0.9403015,0.5996024,0.613
"2830","VDAC2","hurdle",1.79816603917272e-29,-0.7751665,-0.2501907,0.5249758,0.613
"2748","TTC36","hurdle",1.61227070625974e-43,-3.165836,-1.712579,1.453257,0.613
"2733","TSEN15","hurdle",3.56278127351595e-26,-2.379669,-1.392943,0.986726,0.613
"2607","TMEM101","hurdle",4.83413315171482e-22,-2.28755,-1.285377,1.002173,0.613
"2407","SNX27","hurdle",1.81813763385218e-23,-2.5048,-1.533618,0.971182,0.613
"2244","SDC1","hurdle",1.04625863723495e-39,-2.513499,-1.30337,1.210129,0.613
"2125","RMND1","hurdle",3.11976485192302e-45,-2.685034,-1.403268,1.281766,0.613
"2014","PTS","hurdle",2.67405859314438e-09,-1.914045,-1.178213,0.735832,0.613
"1907","POGZ","hurdle",3.76191887303573e-14,-1.693412,-1.025396,0.668016,0.613
"1742","NXT1","hurdle",5.87409011522315e-13,-1.651507,-1.004856,0.646651,0.613
"1660","NDUFC2","hurdle",3.8844571957915e-26,-1.333045,-0.5064352,0.8266098,0.613
"1649","NDUFB1","hurdle",4.84636971080871e-27,-0.9367213,-0.4305163,0.506205,0.613
"1514","MRPL22","hurdle",1.44958211409894e-17,-1.812391,-1.107118,0.705273,0.613
"1446","METRN","hurdle",1.96821102507804e-36,-2.847548,-1.569752,1.277796,0.613
"1282","KIAA1522","hurdle",8.14179312231532e-23,-2.727469,-1.540775,1.186694,0.613
"843","ERCC1","hurdle",7.29676952600892e-15,-1.833114,-1.150312,0.682802,0.613
"829","EPB41L5","hurdle",9.4984327386224e-17,-2.736551,-1.659441,1.07711,0.613
"729","DPCD","hurdle",9.4449386099629e-15,-2.722979,-1.707659,1.01532,0.613
"723","DNALI1","hurdle",1.76302991592472e-23,-2.930274,-1.75964,1.170634,0.613
"490","CHID1","hurdle",8.15157165112265e-14,-1.828151,-1.114687,0.713464,0.613
"380","CAPN2","hurdle",1.32906166193306e-27,-1.250924,-0.482983,0.767941,0.613
"298","C15orf61","hurdle",9.20821108291471e-16,-2.182489,-1.376995,0.805494,0.613
"222","BAD","hurdle",2.87339188322321e-11,-1.648041,-1.027727,0.620314,0.613
"135","ARF6","hurdle",6.8184092551074e-26,-1.2716001,-0.7596883,0.5119118,0.613
"85","ALDH3B2","hurdle",6.31421142710803e-43,-3.004907,-1.629972,1.374935,0.613
