"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Normal_Epithelial","log2fold_change","Auc"
"1452","UBE2E3","hurdle",2.01686475040831e-10,-1.6312407,-0.8707144,0.7605263,0.626
"1154","RSF1","hurdle",2.79434263144673e-07,-0.9176778,-0.3242743,0.5934035,0.626
"1073","RAB1B","hurdle",4.81888598670938e-10,-1.3201218,-0.5480291,0.7720927,0.626
"994","PLK2","hurdle",5.18154219765531e-14,-1.314003,-0.352223,0.96178,0.626
"672","KIF5B","hurdle",4.52681446574886e-12,-0.7176748,-0.1334345,0.5842403,0.626
"632","IRX3","hurdle",2.33010945795392e-15,-1.855968,-0.878011,0.977957,0.626
"602","ID4","hurdle",1.94497557164469e-18,-2.550001,-1.09505,1.454951,0.626
"409","EMD","hurdle",1.49383440553433e-09,-0.9016289,-0.3186176,0.5830113,0.626
"355","DSG2","hurdle",1.81841915482102e-11,-2.320602,-1.227393,1.093209,0.626
"269","CMTM7","hurdle",2.71643562483017e-12,-2.141645,-1.055994,1.085651,0.626
"224","CDK4","hurdle",5.11099232720149e-07,-1.5391255,-0.7583691,0.7807564,0.626
"53","ALDH7A1","hurdle",1.02522717326093e-15,-2.28993,-1.090749,1.199181,0.626
"40","AHCY","hurdle",6.78611657903081e-09,-1.6240563,-0.7772864,0.8467699,0.626
"1290","SOX9","hurdle",9.00797465419387e-14,-1.9237056,-0.8724663,1.0512393,0.625
"757","MACROD1","hurdle",7.98639879675395e-11,-2.298465,-1.203674,1.094791,0.625
"389","EHF","hurdle",1.88984333092151e-05,-2.223136,-1.184971,1.038165,0.625
"373","ECHS1","hurdle",4.87212681162708e-09,-1.2994142,-0.5838446,0.7155696,0.625
"1514","ZBTB16","hurdle",1.49346940941132e-14,-2.221147,-1.011223,1.209924,0.624
"1172","SAV1","hurdle",7.57040484961486e-08,-2.189195,-1.126296,1.062899,0.624
"523","GNL1","hurdle",9.45563227239724e-10,-1.856601,-0.9572026,0.8993984,0.624
"393","EIF3A","hurdle",6.20905145487027e-13,-0.9016996,-0.2781658,0.6235338,0.624
"123","BACE2","hurdle",5.9218593600377e-12,-1.7547758,-0.8323603,0.9224155,0.624
"101","ARID5A","hurdle",1.17493748853268e-11,-1.5240625,-0.6034842,0.9205783,0.624
"1205","SERTAD1","hurdle",1.66609867805069e-11,-0.1458137,0.3557909,0.5016046,0.623
"1142","RPN1","hurdle",4.43152604343859e-10,-0.9826692,-0.3519924,0.6306768,0.623
"854","MYO6","hurdle",4.97682781740644e-11,-1.307383,-0.5239,0.783483,0.623
"810","MMP7","hurdle",1.23562291832107e-46,-3.1193244,-0.6993725,2.4199519,0.623
"786","MDH2","hurdle",3.73219706655564e-08,-0.57093676,-0.03044103,0.54049573,0.623
"600","HYI","hurdle",6.96723619661684e-08,-1.781328,-0.9596464,0.8216816,0.623
"480","FLOT1","hurdle",6.69548418905674e-07,-0.6939286,-0.1367431,0.5571855,0.623
"411","EMP2","hurdle",2.49628905145229e-07,-0.5824228,-0.01052896,0.57189384,0.623
"7","ABHD14B","hurdle",3.32517288732189e-07,-1.365378,-0.635168,0.73021,0.623
"1532","ZNF24","hurdle",3.96736147600896e-09,-1.3898983,-0.6104986,0.7793997,0.622
"1470","VCP","hurdle",1.47453844364986e-08,-0.8874738,-0.3092025,0.5782713,0.622
"1401","TNS4","hurdle",6.34231992299281e-42,-2.8771996,-0.8331539,2.0440457,0.622
"1228","SHROOM3","hurdle",3.11648426928004e-07,-2.134309,-1.114863,1.019446,0.622
"710","LAMP1","hurdle",4.81560138556142e-09,-0.6802809,-0.1245454,0.5557355,0.622
"520","GNB2","hurdle",6.4779482544659e-10,-0.521583258,0.004100595,0.525683853,0.622
"309","CXCL16","hurdle",3.55284537533027e-08,-2.005493,-1.051938,0.953555,0.622
"1486","WBSCR22","hurdle",3.54668861314778e-07,-1.2879129,-0.6709593,0.6169536,0.621
"1406","TPD52L1","hurdle",1.90320514620186e-09,-1.734147,-0.90174,0.832407,0.621
"1063","PUM3","hurdle",8.32936338222802e-07,-2.089275,-1.238565,0.85071,0.621
"1062","PUF60","hurdle",5.32797876250404e-07,-1.2810283,-0.5954612,0.6855671,0.621
"960","PFN2","hurdle",6.46829630095214e-07,-1.8810858,-0.9719999,0.9090859,0.621
"135","BCAP31","hurdle",1.37321819105491e-08,-0.45139249,0.05640623,0.50779872,0.621
"1450","TXN2","hurdle",5.99905599064778e-08,-1.2780823,-0.6465295,0.6315528,0.62
"1430","TSHZ2","hurdle",2.94274789339433e-09,-1.7177739,-0.8146631,0.9031108,0.62
"1422","TRIP6","hurdle",7.44685545753898e-08,-1.8625138,-0.9760276,0.8864862,0.62
"966","PHB","hurdle",2.76146726831975e-06,-0.9441025,-0.3429253,0.6011772,0.62
"660","KHDRBS1","hurdle",3.37000655793885e-08,-0.9849292,-0.3711242,0.613805,0.62
"270","CMYA5","hurdle",2.69239494535046e-08,-2.659045,-1.496582,1.162463,0.62
"1356","TFAM","hurdle",3.48406303416632e-06,-1.938782,-1.117361,0.821421,0.619
"1211","SF3A2","hurdle",3.17322917467736e-12,-1.8837585,-0.9566272,0.9271313,0.619
"1108","RNASE4","hurdle",5.09895846943825e-11,-2.452642,-1.236437,1.216205,0.619
"851","MYLK","hurdle",1.55967745786106e-37,-1.70061371,-0.05501863,1.64559508,0.619
"576","HMGN3","hurdle",3.45424100356985e-10,-0.45123928,0.06609143,0.51733071,0.619
"408","EMC4","hurdle",1.16639746213983e-06,-1.057262,-0.440452,0.61681,0.619
"306","CXADR","hurdle",1.60911648843115e-13,-2.712572,-1.391616,1.320956,0.619
"284","COQ4","hurdle",1.62947606244627e-05,-1.6650189,-0.8964892,0.7685297,0.619
"1326","SVIL","hurdle",3.86425812625115e-10,-1.947577,-0.982318,0.965259,0.618
"1213","SF3B2","hurdle",9.78238009935464e-07,-0.6849012,-0.1429436,0.5419576,0.618
"1084","RASEF","hurdle",6.94621991446339e-21,-2.444661,-1.125481,1.31918,0.618
"950","PDZK1IP1","hurdle",6.47651152670622e-08,-2.255158,-1.205028,1.05013,0.618
"526","GOPC","hurdle",1.02238583604729e-06,-1.7400207,-0.9779357,0.762085,0.618
"1276","SNRPC","hurdle",1.98034619018305e-05,-1.1402929,-0.5520769,0.588216,0.617
"1264","SMARCB1","hurdle",1.23149585524937e-05,-1.6419913,-0.9119232,0.7300681,0.617
"1014","PPA2","hurdle",3.00940209146644e-07,-1.7296771,-0.9301307,0.7995464,0.617
"399","EIF3M","hurdle",1.42810556696191e-08,-0.7678631,-0.2354605,0.5324026,0.617
"296","CSNK1A1","hurdle",1.69658690964078e-08,-0.3467105,0.1620663,0.5087768,0.617
"242","CHI3L1","hurdle",9.2693121508824e-33,-3.086062,-1.162424,1.923638,0.617
"209","CCT7","hurdle",5.49187176375933e-06,-1.0818615,-0.4669844,0.6148771,0.617
"126","BAMBI","hurdle",5.7640627572995e-12,-1.6660059,-0.5698239,1.096182,0.617
"36","AFF4","hurdle",1.4165221849254e-06,-0.9628947,-0.3857236,0.5771711,0.617
"1518","ZC3H13","hurdle",5.58147588364687e-07,-1.537315,-0.837676,0.699639,0.616
"1010","POLR2A","hurdle",1.38821433232448e-09,-1.444038,-0.715008,0.72903,0.616
"956","PER2","hurdle",4.13051474810829e-14,-2.604704,-1.387846,1.216858,0.616
"181","CANX","hurdle",9.22730609588171e-09,-0.4931791,0.0229004,0.5160795,0.616
"43","AK2","hurdle",2.53155914492106e-12,-1.3268531,-0.6551749,0.6716782,0.616
"1448","TUSC3","hurdle",6.62811631322302e-08,-2.085699,-1.137904,0.947795,0.615
"1112","RNF11","hurdle",5.07435832779966e-06,-1.5889471,-0.8822379,0.7067092,0.615
"943","PDK4","hurdle",5.95514491851649e-10,-0.62256042,0.03540394,0.65796436,0.615
"540","GRB7","hurdle",2.37939551388886e-11,-2.207149,-1.20391,1.003239,0.615
"262","CLMN","hurdle",4.1146311886124e-07,-1.9267825,-0.9877016,0.9390809,0.615
"1480","VTCN1","hurdle",5.52143482163204e-14,-2.496013,-1.215063,1.28095,0.614
"1372","THUMPD3-AS1","hurdle",9.55842714250381e-11,-1.149519,-0.4899333,0.6595857,0.614
"1072","RAB14","hurdle",2.41620134536608e-05,-1.3547662,-0.6820356,0.6727306,0.614
"866","NCOR1","hurdle",1.27680386929591e-08,-0.8251114,-0.2629272,0.5621842,0.614
"370","EBNA1BP2","hurdle",3.70295921547476e-05,-1.835986,-1.040418,0.795568,0.614
"335","DHRS4","hurdle",1.31449477239496e-05,-1.985424,-1.144762,0.840662,0.614
"323","DCTN3","hurdle",0.000322533491416848,-1.0422672,-0.4727897,0.5694775,0.614
"111","ATN1","hurdle",9.85655731858112e-10,-2.129556,-1.138859,0.990697,0.614
"47","AKR7A2","hurdle",1.39633646730309e-07,-1.3688665,-0.6483955,0.720471,0.614
"1499","WLS","hurdle",6.58025440681462e-26,-2.550112,-1.083842,1.46627,0.613
"856","MYOF","hurdle",3.0152313452489e-05,-1.889498,-1.076508,0.81299,0.613
"816","MPZL2","hurdle",2.69985812100168e-07,-2.666681,-1.551775,1.114906,0.613
"747","LSR","hurdle",4.87216108743173e-05,-1.839292,-1.067824,0.771468,0.613
"244","CHIC2","hurdle",0.000348892981851352,-1.605869,-0.929223,0.676646,0.613
"1235","SLC1A5","hurdle",0.000107095253799003,-1.6465407,-0.8696673,0.7768734,0.612
"1065","PYURF","hurdle",3.01803553882423e-09,-0.7132468,-0.2067138,0.506533,0.612
"889","NME2","hurdle",8.10800625586701e-26,-0.61713393,-0.08367772,0.53345621,0.612
"860","NAV2","hurdle",7.73477002014301e-11,-2.876133,-1.567051,1.309082,0.612
"638","ITGB6","hurdle",3.14400434198788e-13,-2.972562,-1.604541,1.368021,0.612
"581","HNRNPM","hurdle",3.87121984960831e-05,-0.8406491,-0.3057734,0.5348757,0.612
"221","CDH3","hurdle",2.00363082405622e-40,-3.224048,-1.38266,1.841388,0.612
"1414","TRAPPC3","hurdle",2.92433339118329e-06,-1.4639575,-0.8156072,0.6483503,0.611
"1247","SLC29A1","hurdle",1.39947073348985e-07,-1.7306065,-0.8506401,0.8799664,0.611
"1194","SENP6","hurdle",8.07918629532242e-06,-1.5498244,-0.8628429,0.6869815,0.611
"1146","RRAGA","hurdle",2.40229042510716e-06,-1.511619,-0.849413,0.662206,0.611
"1092","RBPMS","hurdle",7.38239725572654e-06,-1.3982958,-0.7090196,0.6892762,0.611
"1011","POLR2F","hurdle",0.000962287368731122,-1.232843,-0.684027,0.548816,0.611
"940","PDCD5","hurdle",8.61557154966181e-05,-0.943629,-0.404106,0.539523,0.611
"637","ITGB4","hurdle",2.25734819424214e-09,-2.25702,-1.228155,1.028865,0.611
"584","HOOK2","hurdle",3.55057680936096e-07,-1.469143,-0.79584,0.673303,0.611
"566","HDAC2","hurdle",1.92485328101865e-05,-1.4989072,-0.8398043,0.6591029,0.611
"259","CLDN8","hurdle",2.18302211327772e-20,-3.278709,-1.805757,1.472952,0.611
"175","CACUL1","hurdle",1.22513728262512e-05,-1.845617,-1.066997,0.77862,0.611
"1510","YTHDF2","hurdle",1.55430742525619e-07,-1.3959346,-0.7102856,0.685649,0.61
"1424","TRPS1","hurdle",1.22030846012777e-07,-0.9127116,-0.3315262,0.5811854,0.61
"1171","SAT2","hurdle",1.90187123475135e-05,-1.1645659,-0.5708808,0.5936851,0.61
"959","PFKL","hurdle",0.000131590563935987,-1.6612086,-0.9258947,0.7353139,0.61
"947","PDLIM5","hurdle",1.27482172799403e-05,-1.055792,-0.4541821,0.6016099,0.61
"813","MPHOSPH6","hurdle",3.1702496931413e-09,-2.320757,-1.272218,1.048539,0.61
"611","IGSF8","hurdle",9.18397751533239e-06,-1.755635,-1.047287,0.708348,0.61
"459","FAT1","hurdle",8.14333333416973e-11,-2.799138,-1.615174,1.183964,0.61
"432","ETS2","hurdle",3.92085081694396e-11,-1.2137395,-0.6215906,0.5921489,0.61
"317","DARS","hurdle",1.43542652327298e-07,-1.3398284,-0.7295439,0.6102845,0.61
"1346","TCF25","hurdle",2.94220290901101e-10,-0.8640377,-0.3537348,0.5103029,0.609
"1269","SMCO4","hurdle",6.65101453574117e-09,-2.489745,-1.43766,1.052085,0.609
"858","NAALADL2","hurdle",1.07475107814111e-06,-2.537826,-1.572108,0.965718,0.609
"829","MT1F","hurdle",1.20264726398817e-06,-2.192014,-1.25219,0.939824,0.609
"750","LTBR","hurdle",8.51850126993231e-05,-1.5213677,-0.8280707,0.693297,0.609
"572","HIPK2","hurdle",5.78585199012607e-05,-2.198512,-1.26924,0.929272,0.609
"486","FOSL1","hurdle",2.01901979815668e-07,-2.840552,-1.695033,1.145519,0.609
"322","DCTN2","hurdle",5.11790735213008e-05,-1.2727085,-0.6620144,0.6106941,0.609
"1388","TMEM237","hurdle",2.96502163448355e-19,-2.68232,-1.354116,1.328204,0.608
"1340","TBX3","hurdle",3.01658305321325e-12,-1.9072837,-0.8708673,1.0364164,0.608
"1159","RTN3","hurdle",1.13633210948922e-06,-1.1101578,-0.5325539,0.5776039,0.608
"1085","RASSF6","hurdle",7.34638144825981e-27,-3.179949,-1.597988,1.581961,0.608
"1078","RAB3IP","hurdle",4.91331133429414e-07,-2.489886,-1.534543,0.955343,0.608
"827","MT-ND6","hurdle",8.53607565720801e-10,-0.7378089,-0.1419741,0.5958348,0.608
"643","ITPR2","hurdle",6.09285905179449e-07,-2.17717,-1.311785,0.865385,0.608
"435","EWSR1","hurdle",1.18687658029722e-06,-0.9630419,-0.4006768,0.5623651,0.608
"273","CNN1","hurdle",1.4256354892766e-23,-2.4591406,-0.6569681,1.8021725,0.608
"260","CLIP1","hurdle",4.56443272523146e-05,-1.918522,-1.099652,0.81887,0.608
"80","APEX1","hurdle",7.34740658924058e-09,-1.055116,-0.4687256,0.5863904,0.608
"1384","TMEM159","hurdle",7.82455201093138e-05,-1.769228,-1.055546,0.713682,0.607
"1102","RHOV","hurdle",1.77893456998783e-06,-2.320637,-1.312237,1.0084,0.607
"948","PDXK","hurdle",3.21893655743645e-06,-2.273123,-1.384542,0.888581,0.607
"674","KIT","hurdle",5.24566559163304e-32,-3.201957,-1.588016,1.613941,0.607
"673","KIF9","hurdle",2.69383927415944e-05,-1.991229,-1.194745,0.796484,0.607
"360","DTNB","hurdle",1.54954868493266e-12,-2.677201,-1.557233,1.119968,0.607
"340","DKK3","hurdle",1.48722712436759e-18,-2.1813375,-0.7775553,1.4037822,0.607
"29","ADH5","hurdle",4.16273568714272e-06,-1.4475014,-0.7658919,0.6816095,0.607
"1494","WEE1","hurdle",3.07043786153454e-07,-2.081561,-1.197378,0.884183,0.606
"1089","RBM17","hurdle",1.50869793882012e-05,-1.1139838,-0.6000591,0.5139247,0.606
"952","PEF1","hurdle",0.000155143238226683,-1.692,-1.004202,0.687798,0.606
"790","MEST","hurdle",1.07694419328998e-14,-2.623166,-1.402421,1.220745,0.606
"752","LXN","hurdle",1.09209203953573e-07,-2.426243,-1.38525,1.040993,0.606
"724","LIMA1","hurdle",6.2117450667707e-08,-1.2422745,-0.5892617,0.6530128,0.606
"697","KRT23","hurdle",3.29851483715003e-16,-1.9992823,-0.6747344,1.3245479,0.606
"506","GCSH","hurdle",4.46113222539074e-07,-1.6919834,-0.9378838,0.7540996,0.606
"487","FOXO3","hurdle",8.57153053374882e-08,-1.6145395,-0.8960614,0.7184781,0.606
"312","CXCL3","hurdle",2.99353698745703e-14,-2.711626,-1.266981,1.444645,0.606
"302","CTD-3252C9.4","hurdle",3.8123184617076e-08,-0.6614524,-0.1311158,0.5303366,0.606
"266","CLTB","hurdle",0.00040599879573988,-1.0795393,-0.5492498,0.5302895,0.606
"202","CCDC91","hurdle",3.72444522541849e-06,-1.950282,-1.13687,0.813412,0.606
"183","CAPN1","hurdle",4.33089784140205e-05,-1.904967,-1.133276,0.771691,0.606
"147","BLCAP","hurdle",8.05188387032384e-11,-1.8787937,-0.9613337,0.91746,0.606
"122","B4GALT1","hurdle",1.06531998643205e-05,-1.3063657,-0.6441006,0.6622651,0.606
"8","ABHD5","hurdle",0.000237809088382013,-1.5519815,-0.8995454,0.6524361,0.606
"1547","ZNF667-AS1","hurdle",0.00868667137377196,-2.371273,-1.540924,0.830349,0.605
"1487","WDR1","hurdle",2.68902142385358e-05,-1.1141933,-0.5884205,0.5257728,0.605
"1385","TMEM165","hurdle",1.9664494516833e-07,-0.8614461,-0.3457743,0.5156718,0.605
"1280","SNX17","hurdle",9.60573529678033e-07,-1.413454,-0.789787,0.623667,0.605
"1047","PSMC3","hurdle",0.00610613759741797,-1.3252929,-0.7460392,0.5792537,0.605
"986","PLD3","hurdle",0.000116142236670407,-1.1861097,-0.6065841,0.5795256,0.605
"629","IRS2","hurdle",5.20069863601082e-06,-1.904032,-1.159332,0.7447,0.605
"564","HAUS4","hurdle",5.38768563702269e-06,-2.427543,-1.441533,0.98601,0.605
"560","HADH","hurdle",6.29403257235327e-05,-2.028952,-1.268865,0.760087,0.605
"525","GOLGB1","hurdle",2.28896942657923e-06,-0.845471,-0.3198671,0.5256039,0.605
"462","FBLIM1","hurdle",4.34761299295227e-06,-2.16145,-1.312158,0.849292,0.605
"78","AP1M2","hurdle",3.24949145997665e-05,-2.02687,-1.173367,0.853503,0.605
"1473","VGLL4","hurdle",5.38654828108274e-05,-1.4130481,-0.8028081,0.61024,0.604
"1086","RBBP6","hurdle",7.65953941413939e-09,-1.0187928,-0.4406934,0.5780994,0.604
"1074","RAB25","hurdle",0.000132299217048423,-1.4274733,-0.8440815,0.5833918,0.604
"1068","QTRT1","hurdle",0.000519761012320823,-1.662292,-1.048108,0.614184,0.604
"1060","PTPRK","hurdle",1.27703260225363e-05,-1.731392,-1.030991,0.700401,0.604
"1028","PQBP1","hurdle",0.00125999871694194,-1.5231042,-0.9013943,0.6217099,0.604
"996","PLPP1","hurdle",1.58545674159645e-08,-1.4085424,-0.6283761,0.7801663,0.604
"968","PHF1","hurdle",1.0758025414548e-05,-1.730075,-1.023913,0.706162,0.604
"849","MYL9","hurdle",6.07511250205661e-07,-0.4248699,0.2538943,0.6787642,0.604
"793","METAP2","hurdle",3.54504633083397e-05,-1.3124091,-0.7567989,0.5556102,0.604
"754","LYPD3","hurdle",3.79210511240848e-08,-2.100529,-1.109179,0.99135,0.604
"562","HADHB","hurdle",1.38398154421142e-05,-1.2748353,-0.6820639,0.5927714,0.604
"94","ARHGAP5","hurdle",8.13092631207146e-06,-2.197612,-1.34545,0.852162,0.604
"45","AK4","hurdle",2.97137902617196e-12,-2.597151,-1.44053,1.156621,0.604
"1460","UQCRFS1","hurdle",1.22901353058075e-05,-0.9973733,-0.4922065,0.5051668,0.603
"1337","TBC1D17","hurdle",3.81551045179595e-05,-2.271924,-1.383387,0.888537,0.603
"1238","SLC25A25","hurdle",3.14111673589239e-09,-1.930045,-1.089713,0.840332,0.603
"1187","SDR39U1","hurdle",0.0017438046988796,-1.985688,-1.223962,0.761726,0.603
"983","PKP3","hurdle",2.00252098403349e-12,-2.485399,-1.443062,1.042337,0.603
"908","NUMA1","hurdle",1.64643787190907e-07,-1.5960009,-0.9607872,0.6352137,0.603
"727","LINC00472","hurdle",2.60074535451115e-13,-2.799041,-1.518569,1.280472,0.603
"379","EFEMP1","hurdle",3.18059670641505e-15,-2.2255846,-0.9307672,1.2948174,0.603
"248","CHPF","hurdle",0.00310498787460139,-2.067583,-1.316523,0.75106,0.603
"195","CCAR1","hurdle",1.67154623066653e-05,-1.5526649,-0.9429791,0.6096858,0.603
"145","BHLHE41","hurdle",2.13904056907703e-18,-2.901236,-1.454496,1.44674,0.603
"118","ATXN10","hurdle",6.17778803029615e-05,-1.3524675,-0.7577712,0.5946963,0.603
"1464","USP22","hurdle",1.38320686567307e-06,-1.6027987,-0.8762942,0.7265045,0.602
"1192","SEMA4A","hurdle",9.2336073683403e-09,-2.17028,-1.218,0.95228,0.602
"746","LSM14A","hurdle",7.26665556540938e-05,-1.2031002,-0.6958069,0.5072933,0.602
"730","LMAN1","hurdle",1.07267762893512e-06,-0.9859024,-0.4613492,0.5245532,0.602
"614","IL20RA","hurdle",3.29131583577566e-09,-2.395719,-1.341311,1.054408,0.602
"390","EI24","hurdle",0.00630141026245913,-1.3422179,-0.7430816,0.5991363,0.602
"352","DNPEP","hurdle",1.62188542308952e-08,-1.668462,-0.9695137,0.6989483,0.602
"141","BDH2","hurdle",4.55357250829232e-06,-2.086471,-1.337924,0.748547,0.602
"131","BBOX1","hurdle",5.57335888017623e-33,-3.309679,-1.64517,1.664509,0.602
"1242","SLC25A37","hurdle",4.89793110631492e-10,-1.8961128,-0.9730608,0.923052,0.601
"1099","REST","hurdle",5.32679340749158e-07,-1.768004,-1.074994,0.69301,0.601
"639","ITGB8","hurdle",4.00400673104548e-23,-3.046263,-1.651685,1.394578,0.601
"607","IFT57","hurdle",0.000227252368369218,-1.87218,-1.171098,0.701082,0.601
"440","F3","hurdle",2.06366339623806e-13,-2.815816,-1.523319,1.292497,0.601
"171","C6orf132","hurdle",4.62290504458986e-07,-2.506712,-1.546009,0.960703,0.601
"1527","ZFR","hurdle",2.52634588823541e-08,-1.6432,-1.035425,0.607775,0.6
"1188","SEC13","hurdle",5.56383782816318e-05,-1.286013,-0.7152959,0.5707171,0.6
"1177","SCAMP2","hurdle",0.000220649045260305,-1.656941,-1.006906,0.650035,0.6
"893","NOL7","hurdle",4.91445539556641e-06,-1.0777215,-0.5605091,0.5172124,0.6
"775","MARCKS","hurdle",1.64013443902063e-05,-1.3187234,-0.7294036,0.5893198,0.6
"751","LTF","hurdle",7.2632526696629e-16,-1.7532388,-0.4354285,1.3178103,0.6
"616","ILF3","hurdle",2.96118780059813e-06,-1.208582,-0.672818,0.535764,0.6
"300","CTBP2","hurdle",0.000477569600015304,-1.953012,-1.171082,0.78193,0.6
"167","C2orf82","hurdle",4.12245153946755e-32,-3.2201,-1.489568,1.730532,0.6
"75","ANXA4","hurdle",0.00158469708496095,-1.4101918,-0.8647512,0.5454406,0.6
"1275","SNRPA","hurdle",0.00061213174625259,-1.658337,-1.039853,0.618484,0.599
"1265","SMARCC1","hurdle",3.41864392797667e-05,-1.924455,-1.232803,0.691652,0.599
"1053","PTGR1","hurdle",0.00018628773925727,-2.057454,-1.256961,0.800493,0.599
"976","PIK3C2G","hurdle",7.20545330910856e-17,-3.004127,-1.63724,1.366887,0.599
"917","OSBPL9","hurdle",4.81474887828295e-07,-2.031009,-1.208612,0.822397,0.599
"592","HSD17B8","hurdle",1.76239803139786e-05,-2.467771,-1.549441,0.91833,0.599
"589","HSBP1L1","hurdle",0.000699071613855609,-1.825063,-1.215881,0.609182,0.599
"433","ETV6","hurdle",2.9420854833249e-06,-2.33308,-1.54264,0.79044,0.599
"407","EMC10","hurdle",0.000134973491137474,-1.4387418,-0.8254206,0.6133212,0.599
"384","EGFR","hurdle",1.59646430131797e-08,-2.868467,-1.695045,1.173422,0.599
"304","CTSF","hurdle",0.000277924790411428,-1.5373628,-0.9074765,0.6298863,0.599
"225","CDK5RAP3","hurdle",0.000128477568257898,-1.3664808,-0.8527807,0.5137001,0.599
"194","CC2D1A","hurdle",1.92262026035364e-07,-2.413172,-1.408712,1.00446,0.599
"20","ACTG2","hurdle",7.98497108285297e-27,-2.5763361,-0.5988117,1.9775244,0.599
"1541","ZNF503","hurdle",7.01474310827798e-14,-2.35838,-1.195077,1.163303,0.598
"1439","TTYH1","hurdle",8.76683840484199e-19,-3.21529,-1.8641,1.35119,0.598
"1203","SERPINB1","hurdle",9.24825194902326e-05,-1.1483626,-0.5760726,0.57229,0.598
"1110","RND1","hurdle",2.35761376787347e-13,-1.9425741,-0.8709306,1.0716435,0.598
"962","PGM1","hurdle",3.82869038892625e-08,-2.48485,-1.497571,0.987279,0.598
"914","OFD1","hurdle",2.97499187633018e-07,-1.4302234,-0.8139903,0.6162331,0.598
"737","LRIG1","hurdle",1.59003376226254e-07,-2.274029,-1.444101,0.829928,0.598
"294","CRY1","hurdle",0.000169646850638922,-2.02271,-1.282878,0.739832,0.598
"99","ARHGEF5","hurdle",9.1517271289345e-11,-2.778073,-1.668185,1.109888,0.598
"89","ARFIP2","hurdle",0.00532378367319779,-1.79454,-1.121662,0.672878,0.598
"70","ANO6","hurdle",0.00414188079088139,-2.094682,-1.324105,0.770577,0.598
"44","AK3","hurdle",0.0007258570632684,-1.5815908,-0.9739129,0.6076779,0.598
"1433","TSPAN6","hurdle",3.00357262616091e-07,-2.188938,-1.277968,0.91097,0.597
"1214","SF3B4","hurdle",0.000249852406327291,-1.5199488,-0.9281786,0.5917702,0.597
"936","PAWR","hurdle",2.23125255902946e-08,-2.070713,-1.238564,0.832149,0.597
"777","MARK2","hurdle",6.98377970525937e-07,-2.519731,-1.610939,0.908792,0.597
"349","DNAJC4","hurdle",0.000110224884388013,-1.4559448,-0.8677172,0.5882276,0.597
"30","ADI1","hurdle",2.73627543008504e-05,-1.3279814,-0.7520162,0.5759652,0.597
"1381","TMBIM1","hurdle",0.0174388889159589,-1.659974,-1.075527,0.584447,0.596
"1195","SEPHS2","hurdle",3.58246341870377e-07,-1.984019,-1.171111,0.812908,0.596
"1147","RRAS2","hurdle",2.61536768523095e-08,-2.873213,-1.763139,1.110074,0.596
"1041","PRPF6","hurdle",0.128136886636263,-1.4841266,-0.9626477,0.5214789,0.596
"766","MAOB","hurdle",1.25364387534975e-14,-2.317602,-1.059992,1.25761,0.596
"606","IFNGR2","hurdle",4.43368456272667e-06,-1.3910857,-0.7700799,0.6210058,0.596
"431","ESF1","hurdle",7.98137509277188e-05,-1.604031,-1.033922,0.570109,0.596
"6","ABCA5","hurdle",5.28003876487132e-09,-2.484694,-1.491129,0.993565,0.596
"1058","PTPN14","hurdle",4.91645740311334e-06,-2.423282,-1.467631,0.955651,0.595
"1044","PRRG4","hurdle",0.00208331995030517,-2.272232,-1.446142,0.82609,0.595
"901","NSFL1C","hurdle",0.000887954293996495,-1.679535,-1.083517,0.596018,0.595
"742","LRRC59","hurdle",0.000485479473377342,-1.5572734,-0.9578641,0.5994093,0.595
"669","KIAA1683","hurdle",1.14442258211821e-06,-2.489506,-1.503562,0.985944,0.595
"593","HSF1","hurdle",0.00309565527212547,-1.4678642,-0.9361133,0.5317509,0.595
"578","HMGXB3","hurdle",3.86318712540205e-10,-2.279252,-1.369822,0.90943,0.595
"528","GPAA1","hurdle",0.00542103704227463,-1.2825106,-0.7655341,0.5169765,0.595
"453","FAM46B","hurdle",1.98975009799936e-13,-3.017504,-1.749413,1.268091,0.595
"350","DNAL4","hurdle",2.37359879935126e-08,-2.428844,-1.531312,0.897532,0.595
"1365","TGIF1","hurdle",3.77417971652668e-08,-1.1252539,-0.6083211,0.5169328,0.594
"938","PCF11","hurdle",4.65827424586194e-08,-1.4997276,-0.8666952,0.6330324,0.594
"886","NIPBL","hurdle",6.96930118374199e-07,-1.480888,-0.94218,0.538708,0.594
"773","MAP7D1","hurdle",0.00384347553238322,-2.061552,-1.387722,0.67383,0.594
"635","ITGA2","hurdle",9.20931073976801e-14,-2.899777,-1.627168,1.272609,0.594
"497","GALNT3","hurdle",2.76372505360509e-05,-2.503242,-1.571956,0.931286,0.594
"448","FAM13A","hurdle",1.75325999576322e-06,-2.588618,-1.662291,0.926327,0.594
"427","ERF","hurdle",0.0070125927036912,-2.126116,-1.410646,0.71547,0.594
"414","ENOSF1","hurdle",0.00123323567540837,-1.928035,-1.228318,0.699717,0.594
"280","COMMD7","hurdle",0.00876972986850964,-1.3206678,-0.7962512,0.5244166,0.594
"189","CAT","hurdle",0.00916698332546722,-1.638048,-1.064353,0.573695,0.594
"83","APPL1","hurdle",5.24752482028601e-06,-1.3639687,-0.7813303,0.5826384,0.594
